game_id,anchor_fen,moves,winner
g112974,rnb1k1nr/pp2ppbp/1qpp2p1/4P3/3P1P2/2P2N2/PP4PP/RNBQKB1R b KQkq - 0 6,d6e5 f4e5 c8g4 f1e2 b8d7 e1g1 e8c8 h2h3 g4f3 e2f3 d7e5 f3g4 f7f5 g4e2 e5d7 b1d2 e7e5 d2c4 b6c7 d4e5 d7e5 d1e1 e5c4 e2c4 c7b6 c1e3 b6c7 c4e6 c8b8 e3f4 d8d6 a1d1 c7b6 f4e3 d6d1 e1g3 b8a8 f1d1 b6b2 d1d8,white
g147712,5k2/2p3p1/3qP2p/3P4/8/p2R1P2/3K4/8 w - - 0 50,d3e3 d6d5 d2e2 a3a2 e6e7 f8e8 e3a3 d5c4 e2f2 c4c2 f2g3 c2b2 a3a8 e8e7 a8a2 b2a2 g3g4 e7e6 f3f4 a2g2 g4h5 g2f3 h5g6 f3g4 g6h7 h6h5 f4f5 g4f5 h7g7 h5h4 g7h8 h4h3 h8g8 h3h2 g8g7 h2h1q g7g8 h1g1 g8h8 f5h5,black
g10579,r2qkb1r/ppp1p1pp/1n1pp3/4n3/7N/8/PPPP1PPP/RNBQK2R w KQkq - 2 9,d2d4 e5f7 d1g4 d8d7 b1c3 h7h5 g4e2 e8c8 c1e3 d6d5 c3b5 a7a6 b5c3 g7g5 h4g6 h8h6 g6e5 f7e5 e3g5 e5c4 g5h6 f8h6 b2b3 h6d2 e1d1 d2c3 b3c4 c3a1 d1d2 d5c4 c2c3 a1c3 d2c3 d7d4 c3c2 b6a4 e2e6 c8b8 e6h3 d4b2,black
g159082,6k1/5pp1/8/r2p4/1N6/6PP/7K/8 w - - 0 38,h2g2 d5d4 g2f2 a5a3 f2e2 a3g3 h3h4 g8h7 b4c2 d4d3 e2d1 d3c2 d1c2 g3e3 c2d2 e3e6 d2d1 h7h6 d1d2 h6h5 d2d3 h5h4 d3c2 g7g5 c2b1 g5g4 b1a2 g4g3 a2b2 g3g2 b2c2 e6e3 c2d2 e3h3 d2c2 g2g1q c2b2 g1f2 b2a1 h3h1,black
g154250,r3r3/pb1n1Qpk/1pnqp3/3pN3/3P4/2P3P1/PP1N1PP1/2R1R1K1 w - - 1 18,f7d7 d6d7 e5d7 a8d8 d7e5 c6e5 e1e5 b7c6 f2f4 c6d7 d2f3 h7g6 c1e1 e8f8 f3g5 f8f6 g1f2 d8e8 f2f3 d7c8 g5e6 c8e6 f4f5 f6f5 e5f5 g6f5 e1e5 f5f6 f3f4 e8h8 g3g4 h8h1 g4g5 f6f7 e5e2 h1f1 f4e5 f7e7 c3c4 f1f5,black
g26501,4k3/4pp1p/8/R1p5/2P2P2/NP2P3/PKQ5/8 b - - 2 32,e8f8 a5c5 f7f6 c5h5 f8f7 h5h7 f7e6 h7e7 e6e7 c4c5 e7f7 c5c6 f7g7 c6c7 g7h6 c7c8q h6h5 b3b4 h5h4 b4b5 h4g3 b5b6 g3f3 b6b7 f6f5 b7b8q f3g3 c8g8 g3f3 b8b7 f3e3 b7b3 e3f4 c2c4 f4e5 g8e8 e5f6 c4c6 f6g5 b3g3,white
g60109,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,e7e6 g1f3 c7c5 c2c3 b8c6 e2e3 g8f6 f1d3 c5d4 c3d4 f8b4 c1d2 e8g8 b1c3 a7a6 e1g1 b4a5 f3g5 h7h6 g5e4 f6e4 d3e4 d7d5 e4d3 a5c7 f2f4 d8d6 d1h5 c6b4 d3b1 f7f6 f1f3 c8d7 f3g3 e6e5 g3g7 g8g7 h5g6 g7h8 g6h7,white
g55478,rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,f3d4 g8f6 b1c3 g7g6 f1b5 c8d7 e1g1 f8g7 c1g5 e8g8 b5d7 d8d7 d1f3 b8c6 d4c6 b7c6 g5f6 g7f6 f1d1 a8b8 a1b1 d7c7 a2a3 a7a5 f3f4 b8b7 f4h6 f8b8 e4e5 f6e5 c3e2 b7b2 b1b2 b8b2 d1d2 b2b1 e2c1 b1c1 d2d1 c1d1,black
g34156,r4rk1/1p2bpp1/p2p1qbp/P3p3/1BPp4/1P1P3P/4BPP1/R2Q1RK1 w - - 1 18,d1c2 g6f5 c4c5 d6c5 b4c5 a8c8 c5e7 f6e7 c2b2 e7g5 g2g4 f5e6 f1c1 g5h4 g1g2 f7f5 c1h1 e6d5 f2f3 f5f4 g2f1 h4g3 e2d1 d5f3 d1f3 g3f3 f1g1 f3d3 b2g2 f4f3 g2g3 f3f2 g1g2 d3e4 g2h2 c8c3 g3g2 e4f4 g2g3 f4g3,black
g63089,rnbqkbnr/1pp2p2/p2pp1pp/8/2PPP3/2NBB3/PP3PPP/R2QK1NR b KQkq - 1 6,f8g7 d1d2 g8e7 g1e2 h8g8 f2f3 g6g5 e1c1 b8c6 c1b1 c6b4 a2a3 b4d3 d2d3 c8d7 d3d2 d7a4 h2h4 a4d1 h1d1 g5h4 d4d5 f7f5 e4f5 e7f5 d5e6 f5e3 d2e3 d8e7 c3d5 e7g5 d5c7 e8e7 c7d5 e7e8 e3b6 a8d8 b6b7 g5e5 b7f7,white
g12847,5rk1/1p4pp/1p2b3/8/2ppP3/2P1bNP1/rP2R1KP/1B3R2 b - - 1 24,a2a4 c3d4 e3h6 d4d5 e6d7 e4e5 c4c3 b2c3 d7b5 f1e1 b5e2 e1e2 a4a1 b1e4 g7g6 d5d6 a1d1 c3c4 f8e8 e4d5 g8f8 e5e6 h6g7 e6e7 e8e7 d6e7 f8e8 d5b7 g7f6 b7c6 d1d7 c6d7 e8d7 e7e8q d7d6 e8e6 d6c5 e2b2 b6b5 b2b5,white
g131942,6r1/6r1/p2ppk1p/1p3p1B/4RP2/P1P3bP/1P3KP1/4R3 w - - 0 37,f2f3 f5e4 f3e4 g3e1 h5g4 g7g4 h3g4 g8g4 e4d4 g4f4 d4d3 e1g3 d3e2 e6e5 e2d3 d6d5 d3e2 d5d4 e2d3 d4c3 b2c3 f4c4 d3e3 f6f5 a3a4 g3f4 e3d3 e5e4 d3e2 c4c3 g2g4 f5g4 a4b5 a6b5 e2f2 c3c2 f2e1 g4f3 e1f1 c2c1,black
g129729,r1b5/pp1p2k1/n1p1pq2/5pn1/3P1N1Q/7N/PPP2PP1/R3K3 w Q - 4 22,h3g5 f6h6 h4g3 g7f6 e1c1 h6g5 g3f3 g5g4 f3e3 a6b4 e3e5 f6f7 d1h1 g4g7 e5e2 b4a2 c1b1 a2b4 e2h5 f7e7 f4g6 e7d6 h5h2 d6d5 g6f4 d5c4 b2b3 c4b5 c2c4 b5a6 f4e2 b7b6 h2c7 g7g2 h1g1 g2f2 c4c5 f2e2 g1c1 e2a2,black
g81637,rnbqk1nr/ppp2ppp/8/3p4/1b1P4/7P/PPP2PP1/RNBQKBNR w KQkq - 1 5,c2c3 b4d6 g1f3 h7h6 f1e2 g8f6 e1g1 e8g8 c1e3 c8e6 b1d2 d8d7 f3h2 e6h3 g2h3 d7h3 d2f3 f6g4 h2g4 h3g4 g1h1 g4h3 h1g1 f8e8 f3e5 e8e5 d4e5 d6e5 f2f4 h3e3 g1g2 e5f4 f1f3 e3e5 d1f1 e5g5 g2f2 g5h4 f3g3 h4g3,black
g97959,8/8/2p3pK/2P1Pk1p/1Pp4P/2B5/2b5/8 w - - 1 49,h6g7 g6g5 h4g5 h5h4 e5e6 f5e6 c3e1 h4h3 e1g3 c4c3 g7h6 c2d3 g5g6 d3g6 h6g6 c3c2 g3f4 h3h2 f4h2 c2c1q h2d6 c1c2 g6g5 c2g2 g5f4 g2f2 f4e4 f2e2 e4d4 e6f5 d4c3 e2e3 c3c2 f5e4 c2d1 e3d3 d1e1 e4e3 d6g3 d3e2,black
g152324,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 2 5,d7d5 e4d5 f6d5 f1e1 e8g8 f3e5 c6e5 e1e5 c7c6 c1g5 c5e7 c4d5 c6d5 g5e7 d8e8 b1c3 d5d4 c3d5 e8c6 e7f8 g8f8 d1f3 c8e6 e5e6 c6e6 d5c7 e6c8 c7a8 c8a8 f3e4 f8g8 e4d4 h7h6 a1e1 b7b6 e1e7 a8c8 d4e4 c8c2 e7e8,white
g66029,r2qkb1r/ppp2ppp/2n1pn2/3p1b2/8/1P1P1NP1/P1P1PPBP/RNBQ1RK1 b kq - 0 6,f8d6 c1b2 h7h6 f3h4 d8d7 h4f5 e6f5 b1d2 e8c8 f1e1 g7g5 e2e4 f6g4 e4f5 h6h5 b2h8 d8h8 h2h3 g4f6 d2f3 d7f5 d1e2 g5g4 f3h4 f5g5 e2e3 g5g7 e1e2 g4h3 a1e1 c6e5 g2h3 c8b8 f2f4 e5g4 h3g4 f6g4 e3e8 h8e8 e2e8,white
g129501,2rq2k1/pb1nb1pp/1p2pr2/3p1p2/1P1Pn3/P2BP2P/RQ1N1PP1/1NBR2K1 b - - 3 15,g7g5 d2e4 f5e4 d3e2 f6g6 e2g4 d7f6 g4e6 g8h8 e6c8 d8c8 b1c3 g5g4 h3g4 c8g4 f2f4 e4f3 b2f2 g4h3 d1d2 g6g2 f2g2 f3g2 d2g2 f6e4 c3e4 d5e4 a2f2 e7d6 f2f7 h3h5 d4d5 h5d1 f7f1 d1h5 c1b2 d6e5 b2e5 h5e5 f1f8,white
g142055,4r1k1/p1p4p/6qb/2P2p2/2N3p1/P3P1P1/2Q2P1P/B2R2K1 b - - 4 27,h6g7 a1g7 g8g7 c2c3 g7h6 c4e5 g6e6 e5g4 h6g5 g4e5 e6e5 c3e5 e8e5 f2f4 g5g4 f4e5 g4f3 e5e6 f3e3 e6e7 e3e2 d1c1 e2d2 c1f1 d2e2 e7e8q e2d2 e8e1 d2d3 f1f3 d3d4 e1d2 d4c5 f3c3 c5b6 d2d4 b6b7 c3b3 b7a8 d4d8,white
g58208,6k1/5pp1/1p1p2rp/1p2n3/3NP3/7P/1rP2RP1/5R1K b - - 1 30,b5b4 d4b5 b4b3 c2b3 b2b3 b5d4 b3b4 f2d2 b6b5 d4f5 e5c4 d2d3 g6f6 f5e7 g8f8 f1f6 g7f6 e7f5 h6h5 h1h2 b4b2 h2g3 b5b4 d3d4 c4d2 f5d6 b4b3 d6f5 f8g8 d4d8 g8h7 d8d7 h7g6 g3f4 b2c2 d7d8 b3b2 d8h8 d2e4 h8h6,white
g13963,rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,d4d5 e7e6 g1f3 d8e7 d5e6 d7e6 b1c3 b8d7 f3d2 e8c8 f1d3 f7f5 f2f3 f5e4 c3e4 d7f6 e4f6 g8f6 d3e4 f6e4 f3e4 b7e4 d2e4 d8d1 e1d1 g7g6 e4d2 e7g5 d2f3 g5g2 h1g1 g2f3 d1e1 f8b4 c2c3 b4c5 c1d2 c5g1 a1d1 f3f2,black
g96756,2kr2nr/1pp2ppp/2n1b3/3qp3/6P1/p2PPP2/P2QB2P/R3K1NR w KQ - 0 15,e3e4 d5d4 g1h3 g8f6 d2c2 g7g5 h3g5 h7h5 g5h3 h5g4 f3g4 h8h3 h1f1 h3h2 f1f6 d4g1 f6f1 g1g3 e1d1 c6d4 c2d2 h2e2 d2e2 d4e2 d1e2 g3g2 f1f2 e6g4 e2e3 g2g3 e3d2 g3f2 d2c3 f2d4 c3d2 d4d3 d2c1 d3d2 c1b1 d2b2,black
g24811,r2b2k1/6pp/8/P1p1pb2/2PpN3/5r2/2KB4/R7 w - - 6 34,a1e1 d8a5 c2c1 a5d2 e4d2 a8a1 d2b1 f3c3 c1b2 a1b1 e1b1 f5b1 b2b1 g8f7 b1b2 f7f6 b2b1 f6f5 b1b2 f5e4 b2a2 e4d3 a2b2 d3d2 b2a2 d2c2 a2a1 h7h5 a1a2 h5h4 a2a1 h4h3 a1a2 h3h2 a2a1 h2h1q a1a2 h1a1 a2a1 c3a3,black
g12775,r1k3rn/1R5p/1p2pqp1/p2pNp1B/1n1P1P2/4P1R1/PP1B2QP/6K1 w - - 1 28,b7b6 g8d8 h5g6 h7g6 e5g6 a8a7 g6h8 f6h8 d2b4 a5b4 b6c6 c8b8 c6e6 a7a2 g2c2 d8c8 c2d2 h8f8 d2b4 f8b4 g3g6 c8c1 g1g2 a2b2 g2h3 c1c2 g6g8 b8a7 g8g7 a7b8 e6e8 c2c8 e8e7 c8h8 h3g3 b4e1 g3f3 b2f2 f3g3 e1g1,black
g43790,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d6 d2d4 e7e5 d4d5 c7c5 c2c4 f7f5 f2f3 f5e4 f3e4 d8h4 e1d2 h4e4 g1f3 c8g4 f1d3 g4f3 g2f3 e4f4 d2c2 f4f6 b1c3 b8d7 c3e4 f6e7 f3f4 g8f6 e4g5 e8c8 g5e6 d8e8 f4f5 h7h6 h1g1 a7a6 d1e1 e7f7 e1a5 f8e7 a5c7,white
g636,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4 c7c5 c1g5 c5d4 d1d4 b8c6 d4d1 d8b6 b2b3 b6d4 b1d2 h7h6 g5e3 d4b4 a2a3 b4a5 b3b4 c6b4 d2b3 b4c2,black
g175009,4rrk1/2B3pp/p3pq2/1p6/4R3/3P1PP1/PPP3K1/4R3 w - - 1 28,c7f4 f6b2 e1e2 b2a2 c2c4 b5c4 e2a2 c4d3 a2a6 e8d8 f4d2 f8e8 a6a7 g7g6 e4f4 e8f8 f4b4 e6e5 b4b7 f8f6 b7g7 g8f8 g7h7 f8g8 h7g7 g8f8 d2h6 g6g5 g7g5 f6h6 g5e5 d3d2 e5f5 f8g8 f5g5 g8h8 f3f4 d2d1q g5g7 d8d2,black
g2737,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 d8b6 c2c3 e7e5 d4f5 g7g6 f5d6 f8d6 d1d6 g8e7 f1c4 e8g8 e1g1 b6d8 c1h6 f8e8 d6f6 e7f5 f6f7 g8h8 e4f5 e8e7 h6g7,white
g117882,r4rk1/1pq2b1p/p5p1/3pbp2/1P3N2/P2BP2P/2P1Q1P1/4RRK1 b - - 4 19,a8c8 e2f3 f8d8 h3h4 g8g7 h4h5 e5c3 e1e2 b7b5 h5g6 h7g6 f4h5 g6h5 f3f5 d8h8 f5g5 g7f8 d3g6 h8g8 g5h6 f8e8 g6f7 c7f7 f1f7 e8f7 h6h5 f7e7 h5d5 g8d8 d5g5 e7d7 e2f2 d7c7 f2f7 c7b8 g5f4 b8a8 f4e4 a8b8 e4b7,white
g42226,6k1/1b4p1/p7/2P3B1/1r1P2p1/8/3K4/8 w - - 0 45,g5e3 b7f3 d2c3 b4b1 c3c4 b1d1 c4b4 g4g3 b4a5 g3g2 a5a6 g2g1q e3g1 d1g1 a6b6 g1d1 c5c6 f3c6 b6c6 d1d4 c6c5 d4d1 c5c4 g7g6 c4c3 g6g5 c3c4 g5g4 c4c5 g4g3 c5c6 g3g2 c6c7 g2g1q c7c8 g1c5 c8b8 d1b1 b8a8 c5a3,black
g55655,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 c7c5 g1f3 a7a6 d2d4 c5d4 f3d4 g8f6 b1c3 e7e5 d4f3 b8c6 c1g5 f8b4 d1d3 e8g8 f1e2 h7h6 g5h4 g7g5 f3g5 h6g5 h4g5 b4e7 d3g3 g8h7 e1c1 f8g8 g3h4 h7g7 h4h6,white
g99966,r2q1rk1/ppp1bppp/2n1b3/4p3/4P3/2NPQN1P/PP3PP1/R3K2R w KQ - 1 12,c3d5 e6d5 e4d5 d8d5 e1g1 f7f6 a1d1 e7c5 e3e2 c6d4 f3d4 c5d4 b2b3 f8d8 e2c2 c7c6 a2a4 d8d7 g1h1 a8d8 h1h2 d4b6 d1a1 d5d3 c2b2 b6d4 b2a3 d4a1 f1a1 d3d4 a4a5 d4f2 a5a6 f2f4 g2g3 d7d2 h2g1 f4f2 g1h1 f2g2,black
g71112,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 f7f6 f3e5 f6e5 d1h5 e8e7 h5e5 e7f7 f1c4 d7d5 c4d5 f7g6 h2h4 f8d6 h4h5 g6h6 d2d4 g7g5 h5g6 h6g6 e5h8 h7h6 h1h6 g8h6 h8h6,white
g151713,4r3/1p2r1p1/nk3b2/1p1p1Q1p/3P1B2/2P2N2/PP4PP/R5K1 b - - 1 27,e8d8 f3e5 a6c7 f5h5 c7e6 f4g3 e6g5 a2a4 b5b4 c3b4 g5e4 a1c1 e4g3 h2g3 d8a8 b2b3 a8e8 e5g6 e7e3 h5d5 e3b3 d5b3 f6d4 g1h2 e8d8 a4a5 b6a7 b3c4 d8d6 g6h4 g7g5 h4f5 d6c6 c4d4 c6c5 d4c5 b7b6 c5b6 a7a8 c1c8,white
g17334,r1bqkb1r/3nnp1p/2p1p1p1/2PpP3/p2P1P2/3B1N2/P5PP/RNBQ1RK1 b kq - 1 11,d8a5 c1d2 a5a7 b1c3 c8a6 d1e2 a6d3 e2d3 e7f5 g2g4 f5g7 c3e2 h7h5 f4f5 h5g4 f5e6 g4f3 e6f7 e8d8 f1f3 g7f5 e5e6 d7c5 d4c5 f8c5 g1g2 d8e7 d2g5 e7e6 e2f4 e6f7 f4g6 h8g8 d3f5 f7e8 a1e1 c5e3 e1e3 a7e3 f3e3,white
g152714,rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,g8f6 c1e3 f8e7 h2h3 e8g8 g2g4 d7d5 e4d5 f6d5 d1d2 b7b6 b1c3 c7c5 f1g2 c8b7 c3d5 b7d5 g2d5 d8d5 h1h2 b8c6 a2a3 c5c4 h3h4 e5e4 e1c1 c4d3 c2d3 e4d3 h4h5 d5c4 c1b1 a8d8 h5h6 g7g6 g1f3 c4g4 d2c3 g4f3 c3g7,white
g74552,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 d7d6 f1b5 c7c6 b5a4 g8f6 d2d3 d8a5 b1c3 b8a6 d3d4 e5d4 d1d4 c8e6 e1g1 a6c5 b2b4 a5c7 b4c5 d6c5 d4e3 f8d6 f1e1 f6g4 e3g5 e8g8 c1f4 d6f4 a4b3 f4g5 f3g5 c7h2 g1f1 h2f4 g5e6 f4f2,black
g82641,8/2r2ppk/4p2p/3n4/3KRPP1/P6P/4N3/8 b - - 4 38,c7a7 f4f5 a7a3 f5e6 f7e6 e4e6 d5f6 e2f4 a3a4 d4e5 f6d7 e5d6 d7f6 d6e5 a4a5 e5d6 a5a6 d6e7 f6g8 e7f8 a6a8 e6e8 a8a4 f4e6 a4a3 e6g7 a3h3 f8f7 h3f3 g7f5 h6h5 e8g8 h5g4 g8g7 h7h8 f7g6 g4g3 f5e7 g3g2 g7g8,white
g112768,r4rk1/p1q2ppp/4b3/3p1n2/3B4/1BP5/P4PPP/R2Q1RK1 w - - 6 16,f1e1 f5d4 d1d4 f8c8 a1c1 c8d8 e1e3 c7b6 d4b6 a7b6 f2f3 a8c8 g2g4 d5d4 b3e6 f7e6 e3e6 d4c3 e6b6 d8d7 b6b3 c3c2 g1g2 d7d1 b3b8 c8b8 c1c2 d1a1 h2h4 b8a8 g2g3 a1a2 c2c7 a8f8 h4h5 a2a3 g4g5 a3f3 g3g4 f8f4,black
g57852,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 b1c3 b8c6 a2a3 h7h6 h2h3 a7a6 f1c4 f8c5 d2d3 c6a5 c4a2 a5c6 g2g4 g8e7 g4g5 h6h5 h3h4 g7g6 d1f3 e8g8 c3e2 d7d6 c2c3 c5a7 e2g3 c8d7 g3h5 g6h5 f3h5 e7g6 h5g6 g8h8 g6h6 h8g8 g5g6 d8f6 h6h7,white
g148954,rn3k1r/pppbnp1p/5Np1/4p3/2B5/2P1B2P/PPP2PP1/R4RK1 b - - 4 13,c7c6 f1d1 f8g7 f6d7 b8d7 d1d7 e7f5 d7f7 g7g8 f7f5 g8g7 f5e5 a8d8 e3d4 g7h6 d4e3 h6g7 e5e7 g7f6 e7b7 d8d6 b7a7 h8d8 c4d3 c6c5 e3c5 d6c6 c5e7 f6e6 e7d8 h7h5 a1e1 e6d6 d8e7 d6d5 d3e4 d5c4 e4c6 g6g5 a7a4,white
g62699,8/5pkp/5bp1/1Q6/3rn3/7P/6K1/8 w - - 3 50,b5b8 d4d2 g2f3 e4g5 f3e3 d2b2 b8f4 b2b3 e3f2 g5h3 f2e2 h3f4 e2d2 h7h5 d2c2 b3g3 c2d2 h5h4 d2e1 h4h3 e1f2 g3a3 f2g1 a3a2 g1h1 a2a1 h1h2 g6g5 h2g3 f6e5 g3g4 h3h2 g4g5 h2h1q g5f5 a1a5 f5g5 h1g2 g5f5 g2g6,black
g94435,1R6/p4pkp/4b1p1/pP2p3/2r5/4P3/5PPP/5K2 w - - 0 27,b8b7 c4b4 f1e2 e6c4 e2d2 b4b5 b7a7 c4b3 d2c3 a5a4 g2g4 b5c5 c3b4 c5c2 f2f4 e5f4 e3f4 c2h2 a7d7 h2h4 f4f5 h4g4 b4c5 g6f5 c5d6 g4d4 d6e5 d4d7 e5f4 a4a3 f4e3 a3a2 e3e2 a2a1q e2f2 a1c3 f2e2 d7d2 e2f1 c3c1,black
g152680,rn1qk2r/1b1pb1p1/p3p2p/1p1BPp2/2pP4/2P2N1P/PP1N1PP1/R1BQR1K1 b kq - 0 14,b7d5 f3h4 e7h4 d1h5 e8f8 d2f3 d5f3 h5f3 h4g5 f3a8 g5c1 a1c1 f8f7 c1d1 d8c7 d4d5 h8e8 d5e6 e8e6 a8d5 f7e7 f2f4 b8c6 e1e2 g7g5 e2d2 c6b8 g2g3 g5f4 g3f4 e6g6 g1h2 h6h5 d2g2 g6g2 d5g2 b8c6 g2g7 e7e6 g7f6,white
g76154,r3kb1r/pp1npppp/2p1q3/4NP2/3P4/2P5/PP2Q1PP/R1B2RK1 b kq - 0 17,e6d5 e5d3 f7f6 e2h5 e8d8 d3f4 e7e6 f4d5 e6d5 c1f4 f8e7 a1e1 h8e8 h5h7 e7f8 h7h5 e8e7 e1e7 f8e7 f1e1 d7b6 h5f7 b6c8 f7g7 d8d7 h2h4 a7a5 h4h5 b7b5 h5h6 a8a7 h6h7 c8b6 h7h8q b6c8 e1e7 c8e7 g7f6 a7b7 f6d6,white
g13049,r2q2rk/3n1pp1/p2bp1bp/1pp5/4NP2/P2PBP1Q/BPP4P/2KR2R1 b - - 3 20,d6e7 f4f5 g6f5 h3h5 f5g6 g1g6 f7g6 h5g6 d7f8 g6h5 d8e8 h5h3 e8g6 d1g1 g6f7 e4c5 e7f6 c5e6 f8e6 a2e6 f7c7 e3h6 g7h6 h3h6 c7h7 h6f6 g8g7 g1g4 a8g8 g4h4 h7h4 f6h4 g7h7 h4d4 g8g7 h2h4 h7h6 d4d8 g7g8 d8g8,white
g32979,rq3rk1/2p2pb1/p2p1np1/1b1Pp1B1/2N1P3/2NQ1P2/PP5P/2KR3R b - - 0 18,f6h5 c3e2 b8a7 d1f1 a7c5 b2b3 a6a5 a2a4 b5a6 g5e3 c5b4 e3d2 b4c5 d2e3 c5b4 e3d2 b4b7 c1c2 f8b8 f3f4 e5f4 e2f4 h5f4 d2f4 b7b4 f4d2 b4c5 d2c3 b8b3 c2b3 a8b8 b3c2 a6c4 d3f3 c4f1 h1f1 c5c4 f3f7 g8h8 f7g7,white
g25048,8/6p1/5p2/2r2Pk1/2p3P1/2R3K1/8/8 w - - 2 41,g3f3 g5h4 f3f4 c5c7 c3c1 h4h3 g4g5 f6g5 f4g5 h3g3 g5g6 g3f2 g6h7 c4c3 c1c2 f2e3 c2g2 c3c2 g2g7 c7g7 h7g7 c2c1q f5f6 c1g1 g7f8 g1g5 f6f7 e3d4 f8e8 g5e5 e8f8 e5f6 f8g8 f6g6 g8f8 d4e5 f8e8 e5e6 e8f8 g6f7,black
g37577,r6r/1p4pp/p2Q1b2/1kP5/1P3B2/P4P1N/6PP/5RK1 b - - 0 34,a8d8 d6b6 b5c4 b6b7 d8a8 f4d6 h8d8 f1c1 c4b3 h3f2 f6b2 c1b1 b3a3 c5c6 a3a2 b1f1 b2d4 b7f7 a2b2 f7d5 d4f6 f2d3 b2c2 f1f2 c2c3 d3c5 a8c8 f3f4 f6d4 g1f1 d8e8 f2f3 c3b4 c5a6 b4a4 d5d4 a4a5 d4c4 c8a8 d6c7,white
g113115,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8f6 c1e3 f8c5 c2c3 a7a6 a2a3 c5a7 f1e2 c6e5 e1g1 d7d6 b1d2 f6g6 d2f3 c8h3 f3h4 g6e4 h4f5 e4g2,black
g5969,1B6/8/2p3kb/1p3pp1/4p3/1P6/P1P1Br2/1K2R3 w - - 2 40,c2c4 b5c4 b3c4 f5f4 a2a4 e4e3 a4a5 f4f3 e2d3 g6f6 a5a6 e3e2 a6a7 f2f1 d3e2 f1e1 b1c2 e1e2 c2b3 f3f2 a7a8q f2f1q a8c6 e2e6 c6d5 f1h3 b3b4 e6b6 b4c5 b6b8 d5d4 f6g6 d4d5 h3e3 c5c6 b8c8 c6d7 e3e8 d7d6 h6f8,black
g81853,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,a7a6 f1d3 d7d6 c1e3 g8f6 f2f4 f8e7 g2g4 e8g8 g4g5 f6d7 h2h4 f7f6 g1f3 f6g5 h4g5 g7g6 b1d2 b8c6 a2a3 e6e5 f4f5 e5d4 f3d4 c6d4 e3d4 e7g5 d1g4 d7e5 g4h3 h7h6 e1c1 e5d3 c2d3 g6f5 h1g1 f5e4 h3h6 f8f7 h6h8,white
g31430,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4 c7c5 g1f3 c5c4 a2a4 b8c6 e2e3 e7e5 f3e5 c6e5 d4e5 d8a5 c1d2 a5e5 f1c4 d7d5 d2c3 e5e4 c4d5 e4g6 d5c4 g8f6 c3f6 g6f6 c4b5 e8e7 b1c3 c8e6 e1g1 a8d8 d1h5 g7g6 h5c5 d8d6 c3e4 f6f5 c5d6,white
g5512,r2q1rk1/pbp1n1pp/1pnp4/5p2/2PP4/2NB1P2/PP1QN1PP/2KR3R w - - 0 12,d4d5 c6b4 d3b1 a7a5 a2a3 b4a6 e2g3 a6c5 b1c2 b7a6 d2d4 d8d7 h1e1 a8b8 e1e2 b6b5 c4b5 a6b5 c3b5 d7b5 c2f5 c5b3 c1b1 b3d4 f5e6 d4e6 d5e6 e7d5 e2d2 d5c3 b1a1 c3d1 g3e4 d1b2 e4c3 b5b3 c3d1 b2a4 d2a2 b3b1,black
