game_id,anchor_fen,moves,winner
g19315,r2q1rk1/pp1np1bp/1np3p1/3pPb2/3P4/1PPBBN2/P2QN1PP/R4RK1 b - - 2 15,f5d3 d2d3 c6c5 e3g5 c5d4 c3d4 h7h6 g5h4 g8h7 f3g5 h6g5 h4g5 f8f7 f1f7 d8c7 f7e7 a8f8 e5e6 d7f6 e7c7 f6e4 d3e4 f8f4 g5f4 h7h8 c7g7 h8g7 e4e5 g7f8 e6e7 f8e8 e5g7 b6d7 e2g3 d7f6 g7f6 e8d7 a1e1 b7b6 e7e8q,white
g1957,8/1p6/2p3k1/1p6/r6P/6K1/2PR4/8 b - - 3 49,g6h5 d2d7 a4g4 g3h3 g4h4 h3g3 h4g4 g3h3 b7b6 d7h7 h5g5 h7g7 g5f5 g7g4 f5e5 h3g3 e5d5 g3f3 d5c5 f3e3 b5b4 e3d3 c5b5 g4g5 c6c5 d3d2 b5a4 d2d3 a4b5 g5g6 c5c4 d3d4 b4b3 c2b3 c4b3 d4c3 b5a4 g6g1 b6b5 g1a1,white
g77529,rn1b1rk1/ppp2ppp/4b3/3nN3/8/3B4/PPP2PPP/RNB2RK1 w - - 5 11,c2c4 d5b4 a2a3 b4d3 e5d3 e6c4 f1d1 d8f6 b1c3 f8d8 d3f4 d8d1 c3d1 b8c6 f2f3 c6d4 f4h5 f6e7 c1d2 e7c5 g1h1 d4b3 a1c1 b3d2 c1c2 a8d8 d1e3 c5e3 h5g3 c4b3 c2c3 e3b6 g3f5 d2b1 c3c1 d8d1 c1d1 b3d1 g2g4 d1f3,black
g35286,8/B1p3R1/1Pk1p3/8/8/3Pn3/1PP2r1P/2K4R b - - 0 28,f2c2 c1b1 c7b6 h1e1 e3d5 b1c2 d5b4 c2b1 b4d3 e1e6 c6b5 e6b6 b5c4 g7c7 c4d5 b6b7 d5e4 b7b8 e4d5 b8d8 d5e4 c7e7 d3e5 d8e8 e4f4 a7b8 f4f5 e7e5 f5f6 e5e1 f6f7 e8e3 f7g6 e3f3 g6g5 e1g1 g5h4 b8e5 h4h5 f3h3,white
g59114,r1b1k2r/ppp2ppp/2nb1n2/7q/3Pp3/2N2N1P/PPP1BPP1/R1BQ1RK1 w kq - 0 9,f3e5 h5h4 e5c6 b7c6 e2c4 c8h3 f1e1 h3g2 g1g2 h4h2 g2f1 h2h1 f1e2 h1f3 e2d2 d6f4 e1e3 f3f2 c3e2 f4e3 d2c3 f6d5 c3b3 a8b8 b3a3 e8g8 c1e3 d5e3 d1h1 e3c4 a3a4 c4b6 a4a3 f2e2 b2b3 b6c4 b3c4 e2c4 h1f1 c4b4,black
g44711,2kr1b1r/8/p1n2q1p/1pp1pPpR/3pQ1P1/1P1B1P2/PBPP4/R3K3 b Q - 1 22,h8h7 e1c1 c8b8 d1h1 f6f7 e4c6 d8d7 c6e4 d7c7 e4e2 f7f6 d3e4 a6a5 e2b5 b8c8 b5a5 c7a7 a5b5 a7a2 h5h6 h7h6 b5b7 c8d8 h1h6 f8h6 b7b8 d8e7 b8b7 e7f8 b7c8 f8g7 c8c5 g7h7 c5c7 h6g7 c1b1 f6a6 f5f6 h7g8 c7g7,white
g115763,r1b2rk1/ppP1nppp/2n3q1/4p1B1/4P3/2P2N2/4BPPP/RN1Q1RK1 b - - 4 13,g6e4 g5e7 c6e7 d1d8 e7c6 d8d1 c8f5 b1d2 e4f4 e2b5 e5e4 b5c6 b7c6 f3d4 f5g6 d4c6 f4c7 c6d4 f8d8 d1b3 a8b8 b3a3 b8c8 a3a7 c7c3 d4b3 e4e3 f2e3 c8c7 a7a5 c3e3 g1h1 c7d7 a1e1 e3g5 a5g5 d7d5 g5d5 g8f8 d5d8,white
g5967,r1q2rk1/ppp3pp/1N3bb1/4p3/2B1P3/5Q2/PP3PPP/3R1RK1 b - - 3 15,g8h8 b6c8 a8c8 f3b3 g6e4 d1d7 e4c6 d7d2 e5e4 c4d5 f8d8 f1d1 f6g5 d2d4 g5f6 d4e4 c6d5 d1d5 d8e8 e4e8 c8e8 g2g3 h7h6 b3b7 h6h5 b7c7 h5h4 g3h4 f6h4 d5h5 h8g8 h5h4 a7a5 h4g4 e8e1 g1g2 g8f8 g4g7 a5a4 c7f7,white
g147407,8/1PK3p1/2P2k1p/8/8/6q1/8/8 w - - 1 54,c7b6 g3d6 b6a7 d6c7 a7a6 c7c6 a6a7 c6b7 a7b7 h6h5 b7c6 h5h4 c6d5 h4h3 d5e4 h3h2 e4f3 h2h1q f3e3 h1g2 e3d4 g2c6 d4e3 c6d5 e3f4 d5e5 f4f3 f6f5 f3f2 e5e4 f2g3 e4f4 g3g2 f5g4 g2h1 f4d2 h1g1 g4g3 g1f1 d2f2,black
g175072,rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,c2c4 d5d4 d2d3 c7c5 c1f4 b8c6 e2e4 f7f6 e4e5 f6e5 f3e5 c6e5 f4e5 g8f6 f1e2 e7e6 e1g1 f8d6 e5f6 d8f6 e2f3 e8g8 b1d2 a8b8 d2e4 f6e7 e4d6 e7d6 d1e2 c8d7 a1e1 f8f6 f3e4 b7b6 b2b3 b8f8 e2h5 f6h6 h5g4 d6h2,black
g31922,r2qk2r/pp1b1pp1/4pb2/3p3p/3B3P/1BNP3Q/PPP2PP1/R3K2R b KQkq - 0 15,f6d4 e1c1 e6e5 h3h2 e8g8 c3d5 d4f2 h2e5 f8e8 e5h5 d7e6 h1f1 d8h4 h5f3 h4h6 c1b1 f2d4 d5c7 e6b3 a2b3 d4f6 c7e8 a8e8 f3b7 h6g5 b7a7 g5e5 c2c3 e5e2 d1e1 e2d3 b1a2 e8f8 f1h1 d3d5 a7a4 f8a8 e1e8 a8e8 a4e8,white
g12780,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 g1f3 e7e5 f1c4 h7h6 e1g1 f8e7 d4e5 d6e5 c3d5 f6e4 f1e1 e4d6 f3e5 d7e5 e1e5 e8g8 d5e7 g8h8 d1h5 d6c4 c1h6 g7g6 h6g5 h8g7 h5h6,white
g10327,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c4 d7d5 b1c3 d5c4 d2d4 c8f5 e2e4 f5g6 f1c4 e7e6 d1b3 b8c6 c4b5 d8d4 b5c6 b7c6 c1e3 d4e5 g1f3 e5f6 e3g5 f6c3 b3c3 a7a5 c3c6,white
g136326,r1bqkb1r/p2pnppp/1pn1p3/1N6/4P3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 2 7,d7d5 e4d5 e6d5 e3f4 d5d4 b5c7 e8d7 c3b5 a8b8 b5d4 e7d5 c7d5 c6d4 f4b8 d7c6 d1d4 d8d5 d4d5 c6d5 b8a7 f8c5 e1c1 d5c6 g2g3 c6b7 a7b6 b7b6 f2f4 c8b7 f1c4 b7h1 d1h1 f7f6 h1e1 h8d8 e1e6 b6a5 c2c3 c5g1 e6a6,white
g56744,rn1q1rk1/6pp/3p1b2/pppPp3/4B3/5NP1/PPPQ1P1P/1K1R3R b - - 1 14,b8d7 h2h4 c5c4 f3h2 d7c5 h2g4 c5e4 d2e3 e4c5 h4h5 b5b4 f2f4 e5f4 g3f4 f8e8 e3g3 a5a4 h5h6 g7g6 d1g1 b4b3 f4f5 b3c2 b1c2 a8b8 f5g6 b8b2 c2d1 b2b1 d1c2 b1b2 c2d1 d8e7 g4f6 e7f6 g6h7 g8h8 g3g8 e8g8 h7g8q,white
g74535,r4rk1/p1pqb1pp/1p1p1p1n/3PpP2/4P3/1QP2N2/PP4PP/RNB1K2R b KQ - 3 13,a7a5 e1g1 a5a4 b3c2 b6b5 c1h6 g7h6 c2d2 f8e8 d2h6 e7f8 h6h5 d7f7 h5f7 g8f7 b1d2 e8b8 h2h3 b5b4 c3c4 b4b3 a2a3 f8e7 g2g4 f7g8 g1f2 e7f8 f1g1 f8h6 g4g5 h6g5 f3g5 f6g5 g1g5 g8f7 a1g1 h7h6 g5g7 f7f6 g1g6,white
g95896,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 d7d6 f1c4 e7e5 g1f3 f7f5 e1g1 f5e4 f3e1 d6d5 d1h5 e8d7 c4d5 g8f6 h5e5 f8d6 e5e6,white
g73444,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 d7d6 d1b3 g8h6 g1f3 f8e7 b2g7 e7f6 g7h8 f6h8 b1c3 h8c3 b3c3 c8e6 c4e6 f7e6 c3h8 e8e7 h8h7 h6f7 e1g1 b8c6 f3g5 c6e5 f2f4 e7f6 f4e5 f6g5 f1f7 d6e5 h7g7 g5h4 g7g3 h4h5 f7h7,white
g108375,2r1nrk1/2p2qb1/2Rp3p/pp1Pp1p1/4P3/P3BPN1/1P1Q2PP/5RK1 b - - 0 27,a5a4 f1c1 g5g4 f3g4 e8f6 h2h3 f7g6 c1f1 f6e4 f1f8 c8f8 g3e4 g6e4 c6c7 e4b1 g1h2 e5e4 c7e7 g7e5 g2g3 f8f1 d2g2 e5g3 h2g3 f1f3 g3h4 f3e3 g2f2 e3f3 f2a7 b1e1 h4h5 f3h3 h5g6 e1f1 e7e8 f1f8 e8f8 g8f8 a7f7,white
g63770,8/8/1p6/4pk1B/p2pn2P/P7/2K5/8 w - - 0 45,h5e8 e4d6 e8d7 f5f6 h4h5 e5e4 h5h6 f6g6 d7e6 g6h6 e6d7 b6b5 d7e6 h6g5 c2d2 g5f4 d2e2 d6c4 e6d7 c4a3 d7e6 d4d3 e2d2 f4e5 e6d7 e5d4 d7c6 e4e3 d2d1 d4c3 c6b5 a3b5 d1c1 e3e2 c1b1 e2e1q b1a2 e1d2 a2a1 d2b2,black
g171160,r2Q1rk1/1p3ppp/4b3/2p5/Pn6/4pNP1/5PBP/R1R3K1 b - - 0 18,a8d8 f2e3 c5c4 f3d4 b4d3 c1c2 e6d5 g2d5 d8d5 c2c4 d3b2 c4b4 b2d3 b4b7 f8e8 d4c2 f7f6 a4a5 e8a8 a5a6 d3c5 b7b6 d5d2 c2d4 d2d3 a6a7 d3e3 b6b8 a8b8 a7b8q g8f7 a1a7 f7g6 b8f4 e3e1 g1g2 c5d3 f4g4 g6h6 d4f5,white
g13093,8/4b3/2k4p/2p3p1/3pK1P1/3B3P/8/8 w - - 12 61,e4f5 c6d5 f5g6 c5c4 d3c2 d4d3 c2d1 c4c3 d1f3 d5d4 g6f7 e7d8 f7e8 d8c7 e8d7 c7f4 d7e6 c3c2 e6f5 c2c1q f5g6 c1e3 f3a8 e3h3 g6f5 d3d2 a8c6 d2d1q c6e8 d1d3 f5f6 h3g4 e8g6 d3a6 f6f7 g4d7 f7g8 a6a8 g6e8 a8e8,black
g88652,rnbqk2r/ppp1nppp/3bp3/8/2BPP3/2N2N2/PP3PPP/R1BQK2R b KQkq - 2 6,d6b4 d1c2 e8g8 c1d2 c7c6 e1c1 b4c3 d2c3 b7b5 c4d3 a7a5 e4e5 b5b4 d3h7 g8h8 c3d2 g7g6 f3g5 e7d5 h7g6 f7g6 c2g6 d8e7 g6h6 h8g8 h6g6 e7g7 g6h5 d5f4 d2f4 f8f4 g2g3 f4f2 d1f1 f2f1 h1f1 c8a6 h5e8 g7f8 e8f8,white
g6750,4r3/p5R1/1pk5/2p2K2/P1NpPP2/3P4/1P6/8 b - - 2 52,e8f8 f5g5 b6b5 g7g6 c6b7 a4b5 f8h8 f4f5 h8h1 f5f6 h1f1 g6g7 b7c8 f6f7 c8d7 e4e5 d7e6 g7g6 e6f7 g6f6 f1f6 e5f6 f7f8 g5g6 f8e8 g6g7 e8d8 f6f7 d8e7 f7f8q e7e6 g7g6 e6d7 f8d6 d7c8 c4e5 a7a6 b5b6 c5c4 d6c7,white
g170636,r2qkbnr/1b1p1pp1/p1N1p2p/1p6/4PP2/P7/BPP3PP/RNBQK2R b KQkq - 0 9,b7c6 b1c3 f8c5 d1e2 g8f6 b2b4 c5b6 c1e3 d7d6 e1g1 c6e4 c3e4 f6e4 a1d1 e4c3 e2f3 c3d1 f1d1 b6e3 f3e3 d6d5 f4f5 e8g8 f5e6 f7e6 e3e6 g8h8 a2d5 a8c8 e6g4 c8c2 d5e4 d8b6 g1h1 c2f2 e4d3 b6b7 g4g6 f8f6 g6h7,white
g169276,8/8/8/4p3/8/5pk1/4K3/8 w - - 0 69,e2f1 e5e4 f1e1 g3f4 e1f2 e4e3 f2f1 f4g3 f1g1 f3f2 g1f1 e3e2 f1e2 g3g2 e2d1 f2f1q d1d2 f1f4 d2e2 f4f3 e2d2 g2f2 d2c1 f2e2 c1c2 f3a3 c2b1 a3b3 b1c1 b3c3 c1b1 c3d2 b1a1 e2d3 a1b1 d3c3 b1a1 c3b3 a1b1 d2d1,black
g104624,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,f1b5 g8f6 d2d3 c7c6 b5a4 b7b5 a4b3 a7a5 a2a3 b8a6 b3a2 f8c5 g1e2 e8g8 e1g1 d8b6 b1d2 d7d5 d2b3 c5d6 e4d5 c6d5 c1g5 a5a4 b3d2 f6g4 a2d5 a8b8 d5f3 f7f5 g5e3 g4e3 f2e3 b6e3 g1h1 e5e4 d3e4 e3h6 e4f5 h6h2,black
g106816,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 d7d6 f2f4 b8d7 g1f3 e7e5 b1c3 g8f6 d2d4 c7c6 d4e5 d6e5 f4e5 f6g4 e5e6 f7e6 f3g5 f8e7 d1g4 e8g8 g5e6 d7f6 g4g7,white
g156243,8/1pr5/p1p3pk/5p1p/P2Rp2P/1B2n3/6P1/6K1 w - - 0 39,d4d8 c6c5 d8h8 h6g7 h8d8 c5c4 b3a2 b7b5 d8d1 e3d1 a2b1 b5a4 g1f1 c4c3 f1e1 c3c2 b1c2 c7c2 e1d1 c2g2 d1c1 g2h2 c1b1 a4a3 b1a1 a6a5 a1b1 a5a4 b1a1 g7f6 a1b1 f6e5 b1a1 e5d4 a1b1 d4c3 b1a1 c3b3 a1b1 h2h1,black
g119354,r1bq1rk1/2pnbpp1/4pn1p/p1Pp4/3P4/P1N1PN2/1B3PPP/R2QKB1R w KQ - 0 11,f1e2 f6e4 e1g1 d7f6 c3b5 c7c6 b5c3 e4c3 b2c3 f6e4 d1c2 e4c3 c2c3 c8a6 f1e1 a6e2 e1e2 a5a4 e2b2 a8b8 a1b1 d8c7 b2b6 b8b6 b1b6 f8b8 c3b2 b8b6 b2b6 c7b6 c5b6 e7a3 b6b7 a3d6 f3e5 a4a3 e5c6 a3a2 c6b4 a2a1r,black
g62627,4k3/7R/5p2/1pB2N1p/1Pb5/P7/3r1PPK/8 b - - 0 48,c4d3 f5d6 e8d8 h7h5 d8d7 d6f5 d7e6 f5d4 e6f7 d4f3 d3e4 h5h8 d2d3 h8f8 f7g7 f3h4 d3a3 f8e8 a3c3 e8e7 g7h6 e7e4 c3d3 e4g4 h6h5 f2f3 f6f5 h4f5 d3d5 f5g3 h5h6 c5e3 h6h7 g3e4 d5h5 h2g3 h5d5 e4f6 h7h8 g4g8,white
g73635,1r4k1/p2p1rpp/1p1P4/3q4/5P2/P7/6PP/1R3RK1 w - - 0 23,g2g4 d5d6 h2h4 f7f4 f1f4 d6f4 b1f1 f4g4 g1h2 g4h4 h2g2 b8f8 f1f8 g8f8 g2f3 h4a4 f3e3 a4a3 e3f4 a3d6 f4e4 d6c5 e4d3 a7a5 d3d2 a5a4 d2e2 a4a3 e2f3 a3a2 f3g4 a2a1q g4f4 a1a4 f4f3 c5c3 f3e2 a4c2 e2f1 c3a1,black
g19187,r2q1rk1/ppp1Npp1/nn1p2b1/6Pp/3NPB1P/5P2/PPPQ4/2KR1B1R b - - 0 14,d8e7 f1e2 a6c5 h1e1 c5e6 d4f5 e7d8 f4g3 d8c8 f5e7 g8h7 e7c8 f8c8 f3f4 g6e4 e2h5 g7g6 h5e2 e4f5 e2d3 e6g7 e1h1 h7g8 g3f2 b6d7 h4h5 d7c5 d3f5 g7f5 h5g6 f7g6 d2d5 g8g7 f2d4 f5d4 d5d4 g7g8 h1h8 g8f7 d4f6,white
g66155,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 b7b6 f2f4 c8b7 g1f3 b7e4 d2d4 e4f3 d1f3 b8c6 f1d3 e7e6 c2c3 g7g6 e1g1 f8g7 g2g4 g8e7 f4f5 e6f5 g4f5 e8g8 f5f6 g7f6 f3f6 e7d5 f6f3 f7f5 c1h6 f8e8 f3d5 g8h8 b1d2 c6e7 d5e5 h8g8 e5g7,white
g123041,8/8/7p/6p1/5k2/R4PPP/5K2/8 b - - 0 46,f4f5 a3a5 f5g6 g3g4 h6h5 f2e3 h5g4 h3g4 g6f6 e3e4 f6e6 a5a6 e6f7 e4f5 f7e7 f5g5 e7d7 g5f5 d7c7 f5e5 c7b7 a6h6 b7c7 g4g5 c7d7 f3f4 d7e7 h6h7 e7f8 e5e6 f8g8 h7a7 g8f8 f4f5 f8g8 e6f6 g8h8 f6g6 h8g8 a7a8,white
g81028,2k2r2/pp4p1/2pp1qpp/4p3/2P1P1P1/2NP3R/PP2Q3/1K3R2 b - - 0 24,f6f1 e2f1 f8f1 b1c2 f1f4 h3g3 c8d7 c3e2 f4f2 c2d2 g6g5 b2b4 a7a6 a2a4 b7b5 a4b5 a6b5 c4b5 c6b5 d2e3 f2f1 g3f3 f1b1 f3f7 d7e6 f7g7 e6f6 g7d7 f6e6 d7h7 b1b4 h7h6 e6e7 e2c3 b4b3 c3d5 e7d7 h6h7 d7c6 h7c7,white
g116270,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e3 e7e5 g2g3 d7d6 f1g2 c7c5 b2b3 b8c6 c1b2 c8e6 g1e2 d8d7 e1g1 h7h5 a2a3 f8e7 d2d3 h5h4 b1d2 e6h3 d2f3 h4g3 f2g3 h3g2 g1g2 e8c8 e2c3 g8f6 f3d2 d7h3 g2f2 h3h2 f2e1 h2g3 f1f2 f6g4 d2e4 h8h1 e1e2 g3e3,black
g22479,rnbqkbnr/ppppppp1/8/7p/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2,d7d6 e2e3 c7c6 h2h4 e7e5 b2b3 g8f6 c1b2 f6g4 d2d3 c8e6 g1e2 b8d7 b1d2 f7f5 e2c3 f8e7 e3e4 f5f4 g3f4 e5f4 g2h3 e8g8 h3g4 e6g4 f2f3 g4e6 d1e2 d7e5 e1c1 e7h4 d1g1 g8h7 e2g2 f8g8 d3d4 h7h6 d4e5 d6e5 g2g6,white
g102269,5k2/5p1p/4p1p1/1pPpP3/1P4P1/2PK4/r2N3P/8 b - - 0 32,h7h6 h2h4 f8e7 d2b3 f7f6 e5f6 e7f6 b3d4 a2g2 g4g5 h6g5 h4g5 g2g5 d4b5 g5g3 d3d4 g3g4 d4d3 g4c4 b5d6 c4h4 b4b5 f6e7 b5b6 h4h8 d3d4 h8f8 d4e5 g6g5 c5c6 g5g4 b6b7 g4g3 c6c7 g3g2 c7c8q f8c8 b7c8q g2g1q c8e8,white
g75245,rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/2N1BP2/PPPQ2PP/R3KBNR b KQ - 2 6,e7e5 e1c1 b8c6 g1e2 a7a6 g2g4 b7b5 h2h4 b5b4 c3d5 a8b8 c1b1 a6a5 e3h6 c8e6 h6g7 g8g7 d5f6 d8f6 d4d5 c6d4 e2d4 e5d4 d5e6 f6f3 d2d4 g7g8 e6f7 f8f7 f1c4 g8f8 c4f7 b4b3 f7b3 a5a4 b3a4 f8e7 h1f1 f3g4 d4f6,white
g41693,r2qk2r/ppp2pp1/2b1p1n1/4P1p1/3P4/P1N2N2/1P2QPPP/R4RK1 b kq - 0 14,g5g4 f3d2 d8h4 h2h3 g4h3 f2f3 h3g2 e2g2 g6f4 g2g7 h4h1 g1f2 h1h2 f2e3 f4d5 e3d3 d5f4 d3c2 e8c8 f1h1 h2g2 h1h8 g2g7 h8h1 g7g6 d2e4 c6e4 c3e4 g6g2 c2b3 g2f3 e4c3 d8d4 b3a2 f4d5 c3b5 d4d2 a1c1 c8b8 h1h8,white
g93846,5rk1/4bppp/3p4/1n2p3/4q3/2B4Q/3P1P1P/3BK1R1 w - - 1 26,e1f1 f7f5 d1f3 e4d3 f3e2 d3h3 f1e1 b5c3 e2c4 d6d5 g1g3 h3g3 h2g3 d5c4 d2c3 e7f6 e1d2 f8d8 d2e3 d8d3 e3e2 e5e4 f2f4 e4f3 e2f2 f6c3 g3g4 f5g4 f2g3 h7h5 g3f2 g7g5 f2g3 c3e5 g3f2 h5h4 f2g1 g4g3 g1f1 d3d1,black
g136071,2r1r1k1/5ppp/8/2b3P1/5P1P/3PnN2/2p4K/1R5R w - - 0 39,b1c1 c5a3 c1c2 c8c2 h2g3 e3f5 g3g4 g7g6 f3e5 a3d6 d3d4 d6e5 d4e5 e8c8 h4h5 c2g2 g4f3 c8c7 h5h6 c7c2 h1d1 c2f2 f3e4 f2e2 e4f3 g2f2 f3g4 g8f8 d1d8 f8e7 d8a8 e2e3 a8a7 e7d8 a7a8 d8c7 a8a7 c7b8 a7f7 e3g3,black
g168377,rnbqkbnr/ppp2p2/3p3p/4p1p1/2B1P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 5,b8c6 d2d4 e5d4 c3d4 c8g4 c4e2 f8g7 c1e3 d8d7 b1c3 e8c8 d4d5 c6e5 e3a7 e5f3 g2f3 g4h3 e2b5 d7e7 a1c1 h6h5 b5a4 g5g4 c3b5 c7c5 d5c6 b7c6 c1c6 c8d7 c6c7 d7e6 d1d5 e6f6 a7d4 f6g6 d5f5 g6h6 d4e3 e7g5 e3g5,white
g64875,2kr2nr/p4p2/bpn1p3/2qp3p/2P5/4BNP1/P3PPB1/R2Q1RK1 b - - 2 15,c5d6 c4c5 b6c5 a1c1 c5c4 d1a4 a6b7 f3d4 c6d4 e3d4 d6a6 a4b4 a6d6 b4a5 d6a6 a5c5 a6c6 c5a7 g8e7 d4h8 d8h8 a7d4 h8g8 d4f6 e7f5 f6f7 g8d8 a2a4 f5d4 g1h1 d4e2 c1c2 e2d4 c2c3 d4f5 f1c1 c6d6 c3c4 d5c4 f7b7,white
g175227,4N1k1/7p/2p3p1/p1Q5/1pn1P3/8/PP1r3P/2K5 b - - 3 30,d2h2 c5c4 g8f8 e8d6 h2h1 c1c2 f8g7 c4f7 g7h6 e4e5 h1h2 c2b3 h2h3 b3a4 c6c5 d6e8 h6g5 f7f6 g5g4 e5e6 c5c4 f6d4 g4g3 d4c4 b4b3 c4b3 g3g2 b3c2 g2f3 e8f6 h7h5 e6e7 g6g5 e7e8q h3h4 a4a5 g5g4 e8e4 f3g3 c2g2,white
g57861,2r1k2r/1p1bbpp1/1q1pp2p/1P4P1/4PP2/P7/1R1Q4/1N1K1B1R w k - 1 21,a3a4 b6c5 f1d3 d6d5 e4e5 c5b6 a4a5 b6c7 b5b6 c7c6 d3b5 c6c5 b5d7 e8d7 d1e2 c5c4 e2f2 e7c5 f2g3 h6g5 h1h8 c8h8 f4g5 c4h4 g3f3 h4h3 f3e2 h3g4 e2d3 h8h3 d3c2 g4a4 b2b3 a4b3 c2c1 h3h2 g5g6 h2h1 d2d1 h1d1,black
g116276,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 b8c6 b1c3 f8c5 d2d4 e5d4 f3d4 c5d4 f1b5 d8f6 c3d5 f6f2,black
g68657,r1bqkb1r/ppp2ppp/2n1pn2/3p4/3P4/2PBP3/PP1N1PPP/R1BQK1NR b KQkq - 1 5,f8d6 d1c2 c8d7 f2f4 h7h6 g1f3 e8g8 e1g1 c6e7 f3e5 c7c5 b2b3 b7b5 d2f3 a8c8 c2b1 c5c4 b3c4 d5c4 d3c2 e7d5 e3e4 d5c3 b1b2 c3e4 e5d7 d8d7 f3e5 d6e5 f4e5 c4c3 b2b3 e4d2 c1d2 c3d2 e5f6 g7f6 b3d3 d7c6 d3h7,white
g110929,2kr1b1r/Rb1nqppp/1p6/3np3/8/2PP1N2/1P1NBPPP/2BQR1K1 b - - 0 13,c8b8 a7a1 d7c5 b2b4 c5a6 d1b3 f7f5 c1a3 e7c7 d2c4 d5f4 f3e5 f4e2 e1e2 f8d6 c4d6 d8d6 b4b5 a6c5 a3c5 c7c5 e5f7 d6g6 f7h8 g6g2 g1f1 g2h2 e2e8 b7c8 e8c8 b8c8 b3e6 c8b8 e6e8 b8b7 e8d7 c5c7 a1a7 b7b8 d7c7,white
g150047,r1n1r1k1/2pq2pp/p4p2/1pbP4/5P2/1P1Q3P/PB2B1P1/3R1RK1 w - - 0 30,g1h1 c5d6 d3g3 e8f8 e2d3 c8e7 g3h4 e7f5 h4g4 g7g6 h3h4 g8f7 h4h5 f8g8 h5g6 h7g6 f1f3 d7c8 d3f5 g6f5 g4h5 g8g6 f3h3 c8g8 d1e1 a8e8 e1e8 g8e8 h5h7 g6g7 h7f5 e8e7 f5h5 g7g6 h3g3 e7e1 h1h2 e1g3 h2h1 g3g2,black
g47359,r1bq1rk1/1pp1bppp/p7/4P3/1P1B2Pn/P3P2P/2PN1P2/R2QKB1R b KQ - 2 12,c8d7 c2c4 d7c6 h1g1 e7g5 f2f4 g5f4 e3f4 f7f5 g4g5 h4g6 d4e3 d8e7 e3c5 e7d7 c5f8 a8f8 f1g2 c6g2 g1g2 g6f4 g2h2 f4d3 e1f1 d7d4 d2f3 d4c4 f1g1 f8d8 h2d2 c4e4 a1a2 e4e3 g1g2 f5f4 e5e6 d8d6 e6e7 d3e5 e7e8q,white
g155855,r1bq1rk1/pp3pbp/2p2np1/4p3/4P3/2N1BP2/PPPQ2PP/2KR1B1R b - - 1 10,c8e6 c1b1 d8a5 b2b3 b7b5 f1d3 f8d8 d2e1 a5c7 g2g4 a7a5 h2h4 g7f8 e1g1 a5a4 e3b6 c7b7 b6d8 a4b3 c2b3 a8d8 h4h5 g6g5 h5h6 d8a8 g1e3 g8h8 e3g5 f6e8 g5e5 e8g7 h1h3 b7a6 d1h1 a6a5 h6g7 f8g7 h3h7 h8g8 e5g7,white
g50611,8/pp5p/2b2kp1/4R3/3r2P1/5p2/PP2RK1P/8 w - - 0 31,e2c2 f6e5 g4g5 e5f4 b2b3 f4g5 c2c5 g5f4 c5c2 d4d3 b3b4 d3e3 a2a4 c6a4 c2c4 e3e4 c4e4 f4e4 b4b5 a4b5 h2h4 b5c6 h4h5 g6h5 f2g3 e4e3 g3h4 f3f2 h4h5 f2f1q h5h6 f1g2 h6h7 g2g5 h7h8 c6e8 h8h7 e8f7 h7h8 g5g8,black
g103480,rn5r/3k1ppp/4pn2/p7/1bBPP3/2N2P2/1P1B1KPP/Q6R b - - 1 16,b8c6 d2e3 h8b8 h1d1 h7h6 c3a4 g7g5 d4d5 e6d5 e4d5 c6e5 c4e2 d7e8 b2b3 e5d7 a1d4 b8d8 a4b6 a8b8 b6d7 f6d7 d4h8 e8e7 h8h6 f7f6 h6g7 e7d6 e2c4 d8e8 e3d4 e8e7 g7g6 b8f8 g6d3 d7e5 d4e5 f6e5 d3g6 d6c5 g6c6,white
