puzzle_id,fen,mating_moves,rating
RGBho,4rr2/ppb2pk1/2p2pn1/2Pp3p/3P2P1/2NB1K1P/PP3P2/R3R3 b - - 0 20,g6h4,1161
VogKk,8/1p6/p1pR4/P1P2k1K/1P6/6P1/8/1r6 b - - 0 43,b1h1,970
8B7bR,r3r1k1/2p2ppp/pb1p4/1p1P4/8/2P2P2/PP1PNq1P/R1BQR2K b - - 1 18,f2f3,1151
r4vtq,6rk/R6p/8/1Pp5/5n2/3Q3P/1q4PK/8 w - - 2 35,a7h7 d3h7,612
pKAJg,r1b1kb1r/pp1npppp/2N5/1Np5/2P5/8/PP1P1PPP/R1B1KB1n w Qkq - 0 13,b5c7,888
r3vwC,5rk1/p1p2ppp/2p5/6q1/8/1BP1Q3/P1Pr2PP/4RRK1 b - - 0 18,g5g2,1006
a4urD,7Q/1pkb2Q1/2p1p3/r2pPp2/p7/P2n1K2/2q2PP1/5B1R b - - 0 29,c2f2,919
bU7pT,6b1/1p1k2p1/r4p1p/pNK1p3/3P4/1P3P2/P5PP/4R3 b - - 1 43,a6c6 b7b6,730
0ydPa,rn3k1r/3p1Pp1/pp6/2p1P2p/P1B2qn1/2N2b2/1PP2PPP/R2Q1RK1 w - - 0 16,d1d6,1363
NbqcJ,3b2k1/2qQ1ppp/1rP1p3/8/8/5N2/5PPP/2R3K1 w - - 4 34,d7e8,1064
GFWZB,6k1/5p2/1p3P2/p1b1PQ1p/P1P3p1/1P4P1/2B3K1/2q5 b - - 7 50,c1g1,1511
KRu09,rnbk1b1r/ppq1pQ1p/4p1p1/1Bppn3/5P2/8/PPPP2PP/RNB1K2R w KQ - 0 11,f7e8,839
bwBMH,5rk1/p6p/1p4p1/3q1p2/6N1/6P1/P4PbP/Q5K1 w - - 0 29,g4h6,1458
2oKGB,r4rk1/ppp2pp1/3pb3/3Np1p1/3nP3/1B1P2P1/PPP2P2/R3K2R w KQ - 0 15,d5e7,1058
5tH2d,3r2k1/1q3ppp/8/4P2n/2P3P1/pP5P/P4P2/1K1RR3 w - - 0 26,d1d8,574
G0Yqd,2Q5/p5p1/1p4rk/7p/8/3P3P/PPPq2P1/5R1K b - - 18 32,d2g2,621
llZt8,r1b2k2/p5pp/1p1N4/4R3/8/8/q4PPP/3R2K1 w - - 0 22,e5e8,696
hvGeA,r5k1/pbp2pp1/1p1p3p/3Pr3/2B5/P1PP4/2Q3PP/4R2K b - - 0 23,e5e1,399
i2YfV,6k1/2r3pr/4N3/7p/2n3P1/8/2P4P/2K2R2 w - - 0 32,f1f8,997
8TqKC,2kr3r/pp3Q2/2p4p/8/3P4/B1P5/P1q3PP/1R4K1 w - - 2 23,f7b7,1144
NmP4h,8/8/5p2/4p1p1/2R4p/5PkP/r5P1/6K1 w - - 4 41,c4g4,801
NwW3C,r2qr1k1/1p3ppp/3b1n2/p4N2/2b1P3/2N3Q1/PPP3PP/R3R1K1 w - - 0 19,g3g7,1473
MvpBR,r4rk1/pbpn2pp/1p1pp3/5p2/2PP4/P1B2P1n/1PQNB1PP/R5RK b - - 0 17,h3f2,854
Up1qW,3N2k1/2R4p/6p1/4P3/1p1r1p2/1Rn4P/5PP1/4K3 b - - 0 39,d4d1,571
rMQyi,rnbk3r/pppp1B1p/5n2/2b1N3/4PBpq/3P4/PPP3PP/RN1Q1K1R b - - 0 9,h4f2,705
PzMXv,2kr1bnr/ppp1pppp/8/8/1n4P1/2N5/PP2PPP1/R1B1KBNR b KQ - 0 10,b4c2,829
SvOtq,r4bkr/pp2p1pp/1nn5/6N1/3q2Q1/8/PP3PPP/RNB1K2R w KQ - 0 13,g4e6,866
XfqbW,3rkb1r/pp2pppp/2n5/8/1QP2Bb1/1P2P3/P4PPP/RN2KB1R b KQk - 0 12,d8d1,1243
qAla3,6q1/1p2Q3/p1p3pk/5prp/P1PP3P/1P2P3/3K4/8 w - - 0 36,h4g5,1487
OfhZD,4rk1q/1p2rp2/p4Q2/3P4/2P4P/1P2p3/P3B1PK/8 w - - 0 38,f6h8,672
lDX3g,r6R/1p1k4/3p1pp1/p1nP2q1/2P5/5P2/PPB5/1K5R w - - 3 31,h1h7,1132
0eq75,r1b2rk1/pp1n2pp/3Bp3/2Pp4/4p1Pq/2P1P2P/PP3P2/R2QKBR1 b Q - 2 13,h4f2,627
d3YOH,3b2k1/p6p/4p3/2P2pp1/3P1P2/1Q2PKNq/r4P1P/7R b - - 1 30,g5g4,1067
lZMS7,r2q1k2/1p3n2/p3Q1B1/3p2P1/8/2p1P3/PP2KP2/8 w - - 0 29,e6f7,635
1qXzJ,1r3bk1/5pp1/2pq3Q/p2p4/Nr1P2n1/1P1B1P1P/2P2P2/2K3R1 w - - 0 26,h6h7,1242
KTp6J,7k/1b2nB2/p1qrNp2/1p6/2p4P/4P3/4Q1P1/4R1K1 w - - 0 36,e2h5,591
625NN,8/1p6/p1p1Pk2/2b2p2/P1B4P/1P3KP1/3r4/1R6 b - - 1 34,d2f2,885
0Ase3,5r2/pR6/3p3k/4P1p1/3n4/P2B4/1PP2p2/2K5 w - - 1 40,b7h7,667
jl0mg,8/1k3p2/p4p2/Rp6/1P1B4/1R3bPp/1Pr2P1P/5K2 b - - 0 34,c2c1,642
SK7jW,r2qk2r/p2bpp1p/2pp2p1/4b3/2B2Q2/2N5/PPP2PPP/R4RK1 w kq - 0 13,f4f7,550
QzYes,r4rk1/pb3ppp/1p6/2p1QNq1/2B5/P2P4/1PP1n1PP/R4R1K b - - 4 18,b7g2 g5g2,959
FuzXh,r1bq1rk1/p4pp1/1p1b3p/2pPp1N1/2P5/3QB3/PP4PP/R4RK1 w - - 0 17,d3h7,695
kDuBH,3Q4/1p5k/8/1N2p3/5p2/6nP/r7/3RK3 b - - 0 42,a2e2,914
Uus0D,2q3kr/1r3ppp/4p3/1N1bP3/p2P4/5N2/P3QK1P/2R5 w - - 0 32,c1c8,1249
2OLsC,1RQ2nk1/5pp1/4p1q1/p6p/2pP4/4PP2/P3KP1P/4B3 b - - 2 28,g6d3,1402
3pDMA,4rk2/6RR/2r4P/4pn2/6p1/2P5/5P2/6K1 w - - 1 38,h7h8,1572
lmxEt,8/8/p1R1Rbk1/8/1P1P2pp/2P4P/1P4PK/5r2 b - - 1 39,g4g3,927
DC2O9,Q7/8/6rk/7p/R6K/8/8/6q1 w - - 0 55,a8h8,711
8E8Vf,1k6/Rbq3b1/1p6/3p4/3P4/Q1PKP2P/1P3r2/R7 b - - 2 39,c7c4,1286
a8Y2z,8/8/3p1p2/4b1p1/2P1PrB1/6kP/4R3/7K b - - 3 61,f4f1,525
plCuR,r4k1r/p1qbbppp/p2Np3/3p4/3P1Q2/2P2N2/PP3PPP/R4RK1 w - - 1 14,f4f7,1072
kFiqk,8/p2p2k1/1p1Pr1p1/8/1nq5/5QB1/PP3P1P/5R1K b - - 5 31,c4f1,1217
iSrJp,rnb1k2r/ppp2ppp/3b1n2/3Pq3/2B1p3/1NN5/PPPP1PPP/R1BQ1RK1 b kq - 5 8,e5h2,1116
re7Lr,8/8/5pkp/6p1/1p4P1/1Q3P1P/3q4/5K2 w - - 1 45,b3g8,759
BxmRp,1b6/p4R2/2q1k3/3p4/2pPp1p1/2P1B2r/P6p/5R1K w - - 0 36,f1f6,1223
8wsaf,r3k2r/p1Q1np1p/1q2p1pB/4P3/1p6/5N2/PPP2PPP/2KR4 w kq - 0 22,c7d7,1315
NQLmY,8/8/5p2/5K1k/pr3P2/8/8/R7 w - - 0 56,a1h1,957
p2PZ4,5r1k/p4P2/1p1p3q/3r4/7P/6PK/P2Q4/8 w - - 0 46,d2h6,556
x1bwh,5r1k/pp4pp/8/2P4q/3Q4/4Bn2/PPP1bP1P/2K3R1 w - - 2 24,d4g7,589
9T6hh,4rr2/5ppk/2pR3n/1p6/p6Q/1P6/P1P2PPP/2B1R1K1 b - - 0 22,e8e1,441
tdUoI,8/1p2pp2/3p1kp1/8/8/2P2q1r/P1Q5/4BRK1 b - - 0 33,h3h1,1240
g2clx,4r3/3R1Q1p/p5pk/1p4b1/4p3/4qP1P/8/5K2 w - - 0 44,f7h7,986
Jh4BP,r5nr/ppp2Rpp/2kp4/2bNp3/2B1P3/3PP1qP/PP4P1/1R4K1 w - - 1 15,f7c7,1192
cNWid,3rk1r1/ppp3bp/2q1p3/4Pp2/3n1P2/3BN3/PPP2K1P/R1B1Q1R1 b - - 4 20,c6f3,1403
hXpgB,rnbq1rk1/ppp1bppp/4p3/8/4Q3/3B4/PPP2PPP/RNB1K2R w KQ - 1 9,e4h7,550
HqCMt,8/8/p7/1p6/P1k3P1/K6R/6r1/8 b - - 0 46,b5b4,1232
L7IpO,2r2rk1/4bppp/p3b3/np2P1N1/2q1QB2/P7/1PPR1PPP/3R2K1 w - - 5 21,e4h7,880
LH6UM,6K1/1R5p/5bpk/p7/7P/r4p2/8/8 w - - 2 42,b7h7,643
HHlcG,r4k2/1b3Bb1/4pN2/pp2P2Q/5P2/P7/2q3PP/3R3K b - - 1 28,c2g2,1198
CTh5N,5Bn1/6Q1/2p1bp1p/3pk1p1/2q3P1/4bP2/r3N2P/4RK2 w - - 1 39,g7c7,1274
FYf3U,5B2/p4p1k/1p2r3/4P1Q1/4b3/3p4/P4qPK/8 w - - 2 42,g5g7,1326
7QbGX,3r2k1/6pp/p3Rb2/1p1B4/5r2/P6P/2P2P2/6K1 w - - 1 29,e6e8,1675
ZAUNT,r3k2r/1b4p1/pp2p3/2N2p2/2P2Bp1/PP4P1/4BP2/R4RK1 b kq - 0 21,h8h1,1449
0btzG,2r1r3/pp5Q/5k2/4qN2/3N4/P7/1P6/6K1 w - - 5 44,h7g7,998
EvFZa,8/1p4pk/p5r1/B7/6n1/1P5p/P2N3P/4R2K b - - 0 44,g4f2,713
XnOPL,r1bqkbnr/ppp3pp/1n1p1p2/3QP3/2B5/2p2N2/PP3PPP/RNB1K2R w KQkq - 4 8,d5f7,878
ztLcJ,r1bq1rk1/4bp1p/p5p1/1ppPn1NQ/3p4/3P3P/PPP3P1/RNB2RK1 w - - 0 16,h5h7,611
xlTok,rbb1k1nr/1pqp4/p1n1pp2/P5p1/4P1Pp/1NN1B2P/1PP2PB1/R2Q1RK1 b kq - 0 15,c7h2,502
F9fRO,4r1k1/5p2/p2n2pp/1p1Q4/8/1P6/PB3PPP/4R1K1 b - - 0 30,e8e1,415
FSzOO,r3kbr1/pp3p1p/2np1p2/2pBp3/4P1q1/2PP1N2/PP3PPP/R2Q1R1K b q - 0 12,g4g2,506
jQvBw,8/1R6/1p2p1pp/4k2n/1PPr1PK1/P6P/5P2/5B2 b - - 0 35,d4f4,974
QCw6V,rnb1q2k/ppp2Qp1/3p4/2bP2N1/5B2/8/PPP2nPP/RN4K1 w - - 0 16,f7e8,631
IXGu5,r4rk1/1p1b2p1/p3q2Q/2p1PpR1/3p1n2/1P1P2NP/1PP4N/5RK1 w - - 2 25,h6g7 g5g7,812
HtA1X,r1qr2k1/pb3pp1/1pnBp2p/2pnP1N1/8/2P3PP/PPQ1BP2/R2R2K1 w - - 0 19,c2h7,900
YiTc8,5r2/pp4rk/2p1Q3/3p2p1/4p2p/2P1R3/PP4PP/5R1K b - - 0 30,f8f1,438
kTwRv,r2q2nr/pp1nk1p1/b1p4p/3pPpNQ/3P3P/1NP5/PP3P2/R3K2R w KQ - 2 15,h5f7,741
utRiy,8/5Pk1/3R2b1/p2B2K1/3r2pP/5r2/8/4R3 b - - 2 58,f3f5,908
58tZW,8/Q7/3k4/2pB1q2/2P4p/1PK1P3/P4r2/8 b - - 5 47,f5c2 f2c2,839
3aYRC,7k/6p1/2Q4p/4pr2/2N5/6bP/6P1/5R1K b - - 0 34,f5f1,953
DHXTK,2r2N1k/pp2q2p/2n2npQ/8/2Bp4/1P6/P4PPP/2R3K1 w - - 1 23,f8g6,1037
rR9Lb,2brrbk1/1pq2ppp/p1n1p3/3p4/3P1Pn1/PP1B3Q/1BPN2PP/4RRK1 w - - 0 17,h3h7,1217
7Wfwo,2rq2rk/pp2b3/4b1Qp/2npP3/3R4/2N1P1R1/PP4PP/4B1K1 w - - 1 24,g6h6,1078
nGzqU,2N3k1/5pp1/4p1bp/3q4/3P1P2/4P1P1/R1r4P/R2Q2K1 b - - 0 39,d5g2,1067
JmPCw,2r1r3/3k1ppp/1ppp4/8/4qp2/2Pn1N2/PPQB2PP/R4KR1 b - - 7 23,e4e2,1278
lH1r5,8/6R1/6p1/4P3/P5P1/4k3/2P4r/3K4 b - - 0 50,h2h1,1042
YKecA,rnbqkb1r/pp1pn1pp/2p2p2/4p3/2B1P3/1QP5/PP1P1PPP/RNB1K1NR w KQkq - 0 5,c4f7,637
Tr1i5,6r1/8/6P1/8/5k1K/8/8/6R1 b - - 2 65,g8h8,1318
XsfIt,R7/6p1/p6k/1b3K2/8/8/8/r7 w - - 6 55,a8h8,570
3uEIk,r4rk1/pp1qb3/4p1pQ/4Pp2/8/7R/PP4PP/R5K1 w - f6 0 23,h6h7 h6g6,1169
NhCtY,6k1/pp2rRpp/2p5/3n4/8/1P6/6PP/5R1K w - - 1 34,f7f8,973
tSk2z,r3r1k1/pp1b1p1p/2p3p1/6Q1/2B1PP2/2N4n/PPP3PP/3R2RK b - - 0 22,h3f2,1005
9fW23,6k1/1p4pp/p7/2bp2B1/P3b3/7q/1PP3PQ/5R1K b - - 2 27,e4g2,1464
DB6wq,4r3/pp3k1p/3b1npB/3N1b2/8/3P1Q1P/PPP2PP1/4R1K1 b - - 0 23,e8e1,541
bznTS,3r2k1/6pp/3q1p2/p1p5/3b1PQ1/1PP3RP/PB1r4/5R1K w - - 0 37,g4g7,1179
UUU0i,1k6/1P3p2/PK6/6pp/8/8/8/5q2 w - - 0 57,a6a7,508
K9KSw,2k4r/1p1r2b1/p3p1Qp/P2pp3/8/1PP2N1n/6PP/RN4RK b - - 0 25,h3f2,906
lkZGT,r2qkbnr/pp1bp3/2n2pp1/3p3Q/2pP1B2/2P1P3/PP3PPP/RN2K1NR w KQkq - 0 9,h5g6,852
WW3rS,1k4rr/pPp5/5p2/1P2b1p1/3pNn2/P2P2p1/5P2/R2QRK1B b - - 0 26,h8h1,723
xtP3P,r1b2rk1/ppp2pb1/7Q/3N2p1/4P3/8/qP3PPP/3RR1K1 w - - 1 19,d5e7,1218
fGPM3,3r1rk1/p1q2pp1/2p1p2p/1p2P3/5PQ1/P1B3RP/1PP2bP1/4R2K w - - 4 26,g4g7,444
s9AeH,5r1k/p7/7p/2pp4/2p3R1/P1r5/2B2R1K/8 w - - 0 44,f2f8,793
v71mA,5r1k/pp6/6Qp/2p5/P7/1B3P2/1qP2PKP/8 w - - 0 31,g6h6,907
dKlzy,r1bq1rk1/pppn1pp1/4p3/3p2P1/1bPP4/2n1PN2/PPQ2PP1/2KR1B1R w - - 0 11,c2h7,1110
tvwUy,1kb2r2/2qn3r/p3Pp2/Pp1p1Np1/1NpP2P1/2P1R3/1P1Q1P2/5RK1 b - - 0 32,c7h2,728
4yuA1,5rk1/1ppN2bp/p5p1/3p4/3Pp1Q1/2P1P3/PP4PP/5R1K b - - 0 24,f8f1,496
KenUm,r5nk/p5bp/2q3p1/6N1/4P3/8/PPP2PPP/3R1RK1 w - - 0 19,g5f7,857
p3Gkb,6r1/1pN2p2/3pnk2/p2Pp3/P1P1Pb2/3B1K2/1P3P2/R6R b - - 10 31,e6d4,1244
R8OvR,r4rk1/pp3ppp/3b4/3B3q/8/3PBQ2/PPP2PK1/R4R2 b - - 0 20,h5h2,888
35Lxr,rnb1k1nr/ppp2ppp/8/2b3B1/4p3/5NP1/PqP1PPBP/RN1Q1RK1 w kq - 0 8,d1d8,1011
bO2J8,8/p5k1/1p2p3/1bPpRp1q/1P1P1Q2/P3K1P1/5P1r/6R1 b - - 20 41,h5e2,1252
EvGWf,8/5pk1/Q3b1pp/8/1p1bP1qP/1P3RP1/P5K1/5R2 b - - 0 33,g4h3,863
uiret,8/1p3Rp1/p1kBp2p/Pb1pP3/8/1n1r3P/6P1/6K1 w - - 10 34,f7c7,673
Qe5xP,5rk1/ppp2ppp/3b2r1/4q3/1PP5/P1N1PQ2/1B3PPP/R4RK1 b - - 2 17,e5h2,1075
yXDUl,rnbk1qnr/ppp1bQpp/3pB3/4p1B1/4P3/2P2N2/PP3PPP/RN2K2R w KQ - 9 11,f7f8,1517
tSPOV,6k1/7p/6p1/4Q3/5n2/2Pq1PN1/1P3P1P/4K3 b - - 2 39,f4g2,1071
KYayd,2r5/1k4pp/1P6/K2P4/PB1n4/4R3/8/8 b - - 0 51,c8a8,1402
f2tpL,r4rk1/3b3p/2p1p2P/1n1pQ1p1/p1pPP3/q4P2/P1PR2P1/R4B1K w - - 2 25,e5g7,827
cn100,r2qrbk1/p2n1p2/1p2b2Q/2ppP3/3P3P/3B1N2/PP3PP1/R3K2R w KQ - 1 18,h6h7,907
yUawn,r2q1rk1/p2n1ppp/2p1p3/2ppP3/8/3QPP2/PP1B2P1/R2K3R w - - 1 18,d3h7,486
jkvHq,8/5pkp/5rpb/3B1q2/2PQ4/4P1P1/4R1KP/8 b - - 5 31,f5f1,1224
IfOrG,r1b2rk1/pp1p1ppp/1qn1p3/4P3/6n1/2N1BN2/PPP1K1PP/R2Q1B1R b - - 4 10,b6e3,931
WFe5n,r5k1/4ppbp/p1B3p1/p2Rq3/R1P5/5Q2/5PPP/6K1 b - - 1 26,e5e1,642
RwDkN,3k3r/p2n1Qp1/3qp3/6P1/2R1B3/8/1P5P/5RK1 b - - 0 33,d6h2,1115
11wGj,5rk1/5ppp/3Np1q1/8/Pp6/1P3P2/2r3P1/3RQR1K b - - 3 38,g6g2,918
PJ6Tz,r3kbnr/pQ3ppp/2pp4/4p2b/B3P3/2PP1q1P/PP3P2/RNB1K2R b KQkq - 0 11,f3e2,1138
uqskJ,r1bq1rBk/pp1n1pp1/7p/2pnp1b1/7P/1P2P3/PBQP1PP1/RN2K2R w KQ - 0 13,c2h7,699
Jnhdx,r2q1rk1/pb4p1/1p2p1Qb/1NppP1N1/5P2/6P1/PP5P/n4RK1 w - - 0 19,g6h7,975
YPm1g,6k1/6p1/5p1p/8/1Q6/1P2P1P1/P2R1rq1/1R2K3 b - - 0 45,g2g1 g2f1 f2f1,661
bkb4k,4R3/3P4/2P5/5p2/5kpK/8/3r4/8 b - - 0 48,d2h2,520
UE3un,5k2/1p2rp1p/2p1r2q/1P1b4/P2Qp3/6P1/3R3P/3R2K1 w - - 3 40,d4h8,974
MRXIP,7k/1Q6/p4qpp/1b4NP/4p1PK/1P2Pr2/8/R7 w - - 3 35,b7h7,1620
Sec6F,1Q6/pp2qpk1/4pN2/6P1/PP1P1P2/2P4r/6K1/7r w - - 9 38,b8g8,903
FsbJI,8/PR6/8/1P3kpp/8/4p3/r5PP/6K1 b - - 0 38,a2a1,1398
oo7EX,2kr3r/p1p2p1p/2nq1p2/7Q/p7/1P5P/PBP1PPP1/R3KB1R b KQ - 0 15,d6d2,1196
I3CNc,2kr3r/2pb2bn/3q2p1/3p2pp/1n1P3P/Q1N1BP2/PPP5/2K1R1NR w - - 0 22,a3a8,1047
cAVSc,r1b2rk1/ppq1ppbp/6p1/3N4/3NP1n1/1B6/PPP2PPP/R2Q1RK1 b - - 0 13,c7h2,732
ouFLy,rn3rk1/3p1pbp/2p1p1p1/1p1N4/5PPP/1P1P1B2/2P1QP2/BK1R4 b - - 0 18,a8a1,604
ai7aj,r2q1rk1/1ppbnpp1/p3p2p/4P3/3P4/2nQ1N2/PP3PPP/1BR2RK1 w - - 0 17,d3h7,565
7U6kY,3r1knr/ppqn2p1/3b1pB1/3Q4/3P2PP/4B3/PPP2P2/R3K2R w KQ - 1 17,d5f7,719
qRTnE,rn1qkb1r/pp2pp1p/2p2np1/5b2/3PN3/8/PPP1QPPP/R1B1KBNR w KQkq - 2 7,e4f6,992
L312v,6k1/6p1/r3p2p/1pbnBq2/6Q1/1P4PP/P3RP2/6K1 w - - 5 35,g4g7,730
Fr32A,r4rk1/p3b1pp/3Np2q/2P5/1P4Q1/P2P1nP1/5PK1/3RRB2 b - - 8 34,h6h2,970
0D7az,r1b4k/ppp4p/2nb1qp1/8/2BP3Q/8/P4PPP/R4RK1 w - - 0 18,h4f6,723
DOwNr,5b2/3p4/kp2pq2/p1p4p/4Q3/PR6/1P6/1K6 w - - 2 43,e4a8,1364
KvI7A,2r3k1/pp3pp1/7p/3N1b2/8/8/PP1KPbPP/3R1B1R b - - 5 17,c8c2,1142
mRZNj,r4rk1/3n4/p1p3p1/1pPp2n1/3P1q2/2N2P2/PPQ3B1/1K5R w - - 0 25,c2g6,606
zeJr1,7k/pp3Qb1/2p2p2/5q1p/3P4/1BP4P/P4P2/5K2 w - - 0 33,f7g8,884
bp9xs,r5k1/pp4pp/2p3r1/8/3pQ1P1/1P1Pb3/1PP3P1/4R2K b - - 2 25,g6h6,1276
8XtD9,r4rk1/p1p2ppp/2p5/8/1PP1p3/1QN2qPb/P2PR2P/R1B3K1 b - - 4 18,f3f1,987
ffwX9,r4r1k/p1p4p/1p6/n2PqBpQ/8/2P4P/P1P2PP1/R5K1 w - - 0 19,h5h7,400
syVV3,r3k3/1p3p2/p6Q/2p1p3/4PPq1/P2P3b/B1P2P1K/1R2R3 b q - 0 27,g4g2,669
fbqx6,r1b2rk1/ppp2p2/4n1pQ/3N1p1q/8/8/PPP2PP1/R4RK1 w - - 0 21,d5e7 d5f6,857
5SOWX,r1bq1k1r/ppp1n1pp/2np4/6N1/2Q1P3/8/Pp3PPP/RNB1K2R w KQ - 0 12,c4f7,1301
NHIYq,5k2/6p1/7q/p1pP1n2/2P3b1/8/PP1N1QK1/6R1 b - - 7 33,h6h3,894
cvrUd,5k2/1p3pp1/p3p3/3PP3/1P3P2/4RP2/r6r/3R1K2 b - - 0 32,h2h1,1326
Es2t3,2b1n1k1/5rpp/p2P4/1p6/8/1B6/PP3PqP/2KRR3 w - - 0 23,e1e8,924
i85re,r1bqkr2/ppp2pnp/8/8/8/2P5/P1P1BPPP/R1B1R1K1 w q - 0 14,e2b5,807
XVAvN,8/pQb4p/4Npk1/2p5/3p1q2/1P5P/P4PP1/6K1 b - - 6 36,f4c1,1466
5bCI4,r5k1/pppqn1pp/3pN2r/4p3/4P1Q1/8/PPP2P2/R3R1K1 w - - 4 19,g4g7,479
DdzLL,5r1k/pp3p2/2p5/8/2Q4q/4P1R1/PP3KPP/3r4 w - - 9 28,c4h4,766
Ar6Mi,5k1r/pbq2r2/1p6/1B4Q1/3P4/P7/5P1P/4R1K1 w - - 6 33,e1e8,1267
WFzQF,r1b2q1k/p1pp2p1/2p3Qp/6r1/8/2P5/P1P3PP/R4RK1 w - - 0 21,f1f8,893
A1FLZ,3r1k2/pR3ppp/8/3r4/8/6PB/PPP1R3/2K5 b - - 0 26,d5d1,490
lsZ4i,2r4k/5p1p/p2p1Pp1/1Q2p1PP/4P3/nP6/P1P5/2KR3R b - - 0 27,c8c2,962
2wM1h,rnb1r3/1ppq4/pk2pB2/8/3P4/P1Q5/1PP2PPP/R4RK1 w - - 1 22,c3c5,1062
I6ugm,2kr3r/ppp2ppp/3b1n2/4q3/1PPN4/2N1B3/1P2QPPP/R4RK1 b - - 0 14,e5h2,724
ZRL0O,5B2/5Qbk/1p4p1/4pq1p/3p3P/P2P2P1/5PK1/8 w - - 3 33,f7g7,900
YhndT,rn2kbnr/pQq2ppp/4p3/8/6b1/8/PP1PPPBP/RNB1K1NR b KQkq - 0 7,c7c1,1094
DvmzA,1k1n4/1pp3p1/p6p/8/8/2q1B2P/P4PP1/3R2K1 w - - 0 31,d1d8,839
wMPgQ,r1bqkb1r/ppppn2p/5p2/4Q3/5B2/8/PPP1BPPP/R3K2R w KQkq - 0 13,e2h5,1454
nW0Dr,2q3r1/1k3pp1/1pp1p3/7p/Q5bP/2P3P1/1P3P2/R5K1 w - - 1 28,a4a7,918
nTq2v,1R6/p1p5/k1p3p1/4R2p/KPP2P1P/P4b2/8/8 b - - 0 46,f3d1,673
vV6TC,5r1k/Bp4pp/5b2/3q3r/6Q1/PR4P1/2P2P2/5RK1 b - - 2 35,h5h1 d5h1,823
Uaj1R,r4rk1/pb1n1ppp/1pq1p3/8/3P2n1/P1P3P1/BB2QP1P/R3NRK1 b - - 2 16,c6h1,1129
gC6OR,r4k1r/3Q1p2/2p2p2/p7/P3q2p/1B6/1PP2PP1/3R2K1 w - - 2 30,d7f7,1043
ojaLt,r1bqkn2/p5bp/Pp1r2p1/2p1p1N1/4P3/1QP5/1P3PPP/R1BR2K1 w q - 0 19,b3f7,907
jisl1,r1b3k1/pp3pp1/2p2q1p/8/2P5/1P4P1/P1Q2PBP/4R1K1 w - - 0 20,e1e8,901
GsCQR,7k/R5p1/6Qp/8/3p1P2/6PP/5qBK/4r3 b - - 4 37,f2g1,908
RZjJY,N1b2q1k/pp4pp/8/8/2P1P3/4b2P/PPn3P1/R4R1K w - - 0 20,f1f8,425
DPGmO,5r2/pp4p1/7k/7p/6PP/3BP1K1/PPP5/8 w - - 1 31,g4g5,694
6CTjr,r4rk1/b1p2pp1/p2p3p/Pp2p3/1P1PPn2/2P1KN2/1BBN2q1/RQ5R b - - 0 26,g2e2,1496
q5sUy,rn2k2r/pp3pp1/1qp1p1np/3p1b2/3P4/P1P3BP/P2QPPP1/2KR1BNR b kq - 0 10,b6b1,585
mEjCQ,r1b1nrk1/2p1bppp/p2q4/1p6/3P4/P1NQBN2/1nB2PPP/R4RK1 w - - 0 17,d3h7,540
j6kZ3,7k/p5pp/3b4/n1p5/B7/1P5q/PBPP3p/RN3Q1K b - - 0 26,h3f1,617
nBNGz,2r5/1Q4pp/1pBkp3/8/3P1n2/4qp1P/6P1/2R4K w - - 4 35,b7d7,946
45nYk,8/2p4b/2B2pkP/p1p2pP1/P4K2/2P5/8/8 w - - 1 36,c6e8,875
pBkfF,4r2r/p2b2k1/1p2pp2/3p2p1/3Pn3/R1PQ1RP1/4B1P1/5K1N b - - 0 31,h8h1,1146
8OKr8,r1b1k2r/p3ppBp/1qpp2p1/8/4n3/NP1B4/P1P2PPP/R2QK2R b KQkq - 0 12,b6f2,970
N6UQa,r1bq1rk1/1p2bppp/p3p3/2Pn4/1P1QNP2/6P1/PB4BP/R4RK1 w - - 3 16,d4g7,667
RBmLm,r2qkbnr/ppp2ppp/8/8/2Bn4/5Q1P/PP3PP1/RNB1K2R w KQkq - 0 9,f3f7,1099
KgnLF,r1b2rk1/1p1p1pp1/p7/2b1P3/4QP1p/7P/PP2BqPK/R2RB3 b - - 3 21,f2g1,1036
JboxU,r2q1rk1/ppp2ppp/3b1n2/8/8/PP2PQ2/b1PB1PPP/2KR1BNR b - - 0 11,d6a3,646
r1Qy0,2b5/1p6/2p2pp1/2Pp1k1p/1P3P1P/1N3K2/5P2/8 w - - 0 42,b3d4,650
sfvir,1rbq1rk1/3npp2/3p2pB/p1pP3p/4n3/1PQ2N1P/P3BPP1/1R3RK1 w - - 0 19,c3g7,701
wJuQ3,r1b2rk1/1p2qpp1/p3p2p/3pn1N1/7P/2NQ4/PPP2PP1/2KR3R w - - 0 15,d3h7,759
pkOo2,r4rk1/pb1qbpp1/1p2p2p/n1p1P3/3PQ3/2PB1N2/PP4PP/RN3RK1 w - - 2 16,e4h7,498
PNJtw,rr4k1/N4ppn/3Qp3/8/2P5/P3Bb2/1q4PP/1R3RK1 b - - 3 21,b2g2,989
w2X5g,r1bq1k1r/ppp3p1/3p3p/2bQ2N1/3p1Pn1/8/PPP3PP/RNB2R1K w - - 3 14,d5f7,956
sBQTf,r1bqr2Q/pp1nk1p1/1bn1p3/3pP1N1/3P4/1N6/PP3PPP/R1B2RK1 w - - 7 19,h8g7,839
