puzzle_id,fen,mating_moves,rating
O6ITj,2rq1rk1/1p2npp1/p3p3/1P1pP1N1/P1nP1P1p/3Q4/6PP/R4RK1 w - - 1 24,d3h7,584
evfdA,3R4/5p1k/p3r1pp/8/1r1Bn1P1/6PP/R5K1/8 w - - 0 40,d8h8,902
QXoos,6k1/2p2ppp/pr4b1/3R4/3Pp3/4P1P1/5PBP/6K1 w - - 1 29,d5d8,605
Vrhos,3Q4/kpp2p2/p5p1/8/P3p2P/BPn5/2r5/K3R3 b - - 0 37,c2a2,912
P4lKc,r2qkb1r/pp1b1pp1/2np1n1p/2p2P1Q/2B1P3/8/PPP3PP/RNB1K1NR w KQkq - 2 9,h5f7,573
zHvdf,r1b2q1k/pppp2pp/2n5/4P1b1/3P4/8/P5PP/RNB2RK1 w - - 0 16,f1f8,560
ybX18,r3r3/1b3p2/pp1p2p1/5pqk/2PP3P/1PN2P2/P2Q4/2K4R w - - 0 28,d2g5 h4g5,410
FheTz,8/R7/6k1/7p/P6K/6P1/r7/8 b - - 1 45,a2h2,666
R0V75,rn1qkb1r/1pp1ppp1/p6p/4N2n/2BP3P/4P3/PP3PP1/RNB1K2R w KQkq - 0 9,c4f7,801
CeRUi,r1b1k2r/ppppqppp/8/4n3/1bP2B2/7P/PP1NPPP1/2RQKB1R b Kkq - 1 9,e5d3,1049
sLSgm,1r4k1/pp3p1p/1b2p1p1/1R6/r6Q/3P1B2/6P1/1R5K b - - 0 32,a4h4,1100
GrieV,6k1/pb3p2/1pq1p1p1/8/2P5/1P2Q3/P5PP/5R1K b - - 0 30,c6g2,399
22Ln0,2b1r1k1/rpp2pp1/p1n4p/4p1q1/P1B2n2/2PPQN1P/1P3PPN/R4RK1 b - - 5 16,g5g2,1371
O5qUm,r4r2/1ppq1ppk/3p3p/p3p3/P3b3/2P1P1Q1/1P4R1/RN4NK w - - 0 22,g3g7,474
CkoHH,1r5k/4p1b1/3p2Q1/q5N1/P2P1n2/1Pr5/5PP1/3R1RK1 w - - 1 29,g6h7,1469
B0fTl,3B4/5pR1/2r1p2p/P2bPk2/5P2/8/5P1P/6K1 b - - 0 38,c6c1,608
Tuvxz,r1b1nr2/pp3kBQ/4p1p1/2pp2q1/8/2PP4/PP2PPB1/RN2K2R b KQ - 0 17,g5c1,1296
uSRv8,r2q1rk1/pbpnbppp/1p1p4/3n4/2PQ4/1P3NP1/PB2PPBP/R4RK1 w - - 0 12,d4g7,524
hrobq,r4rk1/1p4pp/2n1b3/p3pp2/Pb1p3N/1P1P2P1/4PPBP/R1BK3R b - - 5 18,e6b3,490
b8iaS,2r3k1/1R3ppp/1P2p3/3p4/3Pb3/4P1P1/5P1P/2R3K1 b - - 0 32,c8c1,474
5Pw1d,5rk1/pp2ppbp/1q4p1/8/P1Q1pB2/8/1P3PPP/2KR3R b - - 0 18,b6b2,492
SBuNi,8/1R3pk1/6p1/4P1K1/5P1P/8/8/4r3 b - - 6 57,e1g1,801
ZthM9,8/5k1p/2P1bp2/6p1/3K4/B2Q1P1P/1P4P1/4q3 b - - 2 45,e1e5,1100
VneVc,8/1P6/K1kP3p/5Np1/6P1/5P1P/8/2r5 b - - 0 59,c1a1,804
RlnMm,8/6pk/p1p3rp/5Q2/3BP3/1N5P/P3q1PK/8 b - - 10 41,e2g2,424
uVkm3,2r1r1k1/pR4p1/2P4p/2Rnqp2/3p4/BQ3P2/P5PP/6K1 b - - 1 29,e5e1,444
fAMZ4,4bk2/2R5/pp5K/5pr1/8/P1P5/1P3R2/8 b - - 5 47,g5h5,1182
ev3IL,r2qk2r/ppp2ppp/2n5/2b5/2Bpp3/2P2Q2/PP3PPP/RNB3K1 w kq - 0 12,f3f7,1127
LbKQe,r2q2rk/pbp1p1bp/1p3npN/3n4/3P4/2PB4/PP4PP/RNB2RK1 w - - 0 19,h6f7,761
rGwip,1n6/1k4p1/p3p1Np/1p6/8/1P6/n2KPPPP/q2Q1B1R b - - 0 26,a1c3,1141
FtYGD,r1b3k1/pp5p/2np2pB/2p1b3/2P1P2q/7P/P3B1PN/1R3QK1 w - - 1 17,f1f8,539
tGBis,5k2/p4p2/1pr2P2/4b1p1/2PR2Pp/3B1K1P/P7/8 w - - 2 35,d4d8,420
WlfEb,5r1k/6pp/pQb5/P1P5/8/1P6/6RP/7K b - - 0 36,f8f1,830
4QQoU,6k1/5pq1/8/3B2P1/1p3QPK/1Pr4P/8/8 b - - 10 46,g7h8 g7h7,871
IbFiQ,3r1rk1/nb1p1pbp/pp1P2p1/2pqP1N1/5P2/4B1P1/PP4BP/R2Q1RK1 b - - 1 18,d5g2,1002
l7xAO,r4rk1/ppp1npp1/1bb4p/4B3/8/1NN3Q1/PPP2qPP/2KR3R w - - 0 15,g3g7,813
VaRqo,8/6kp/5pp1/B2Rb3/4p1P1/4Pn1P/4BPK1/r7 b - - 3 35,f3h4 a1g1,960
EYxYg,6k1/pp3p2/4pQnB/3pP3/3Pq1P1/1P3r2/5PKP/8 w - - 0 33,f6g7,1009
1FTfH,5nk1/5p2/5Pb1/3q4/3B4/2Pp2KR/7R/3q4 w - - 2 59,h3h8,492
6gAup,2rqk2r/1p1b1ppp/p3pn2/8/1b5Q/6P1/PP1BPPBP/RN2K2R b KQk - 4 12,c8c1,1606
Ggrvz,5r1k/p1p3p1/7p/1p6/8/8/PqB3PP/5RK1 w - - 0 27,f1f8,450
per7s,R7/4k3/4Pp2/1pp1K1P1/7r/p7/8/8 w - - 0 62,g5f6,981
j5VTU,2b1k2r/p2p1p1p/1qpQpP2/8/8/2b5/P1P2PPP/2KR1B1R b k - 2 15,b6b2,803
h05rN,8/6kp/p1q2pp1/4r3/1Q6/4n3/R3B1PP/5RK1 b - - 0 32,c6g2,911
a8ZZI,3rk1nr/ppp2ppp/8/4p3/3n4/P4PBP/P1P1PP2/R3KB1R b KQk - 0 10,d4c2,764
VMp2k,r3kr2/pp1b3Q/6p1/1B1p4/8/3K4/P1PN2qP/8 w q - 2 24,h7d7,784
lYLTc,r3r1k1/pp3p2/6p1/2PP3p/3Q2nP/8/P1R3P1/6KR b - - 0 27,e8e1,546
Kh4FT,3r2k1/p2n1pp1/1p3B1p/2p5/4qR2/1P4Pb/P1P1N2P/1R2Q1K1 b - - 2 22,e4g2,789
ZUIYl,r5k1/3b1p2/3p2p1/p4PQ1/1p3B2/3B4/PPP2q2/2K1R3 b - - 0 35,f2e1,626
kdMJv,N4bnr/pp1k1ppp/8/4p3/3n4/4P3/PPbK1PPP/R1B2BNR b - - 2 12,f8b4,801
0kbTQ,b1k4r/2r1q2p/2p3p1/1pNpp3/2pP4/4P3/1P1Q2PP/R5K1 w - - 0 25,a1a8,822
ba00j,r4rk1/2p1n1Bp/6pQ/p2pPb2/qp1P4/8/PP3PP1/2KR2NR b - - 1 20,a4c2,1278
Ui1XJ,r1bq1rk1/2p1bppp/pn6/1p1pP3/1n1P4/2NQ1N2/PPB2PPP/R1B1R1K1 w - - 5 14,d3h7,705
Mbuke,r1b2r1k/pp4pp/3Q4/5p2/3p4/2PBq1P1/PP3RPP/R5K1 w - - 0 21,d6f8,484
Nf8Zd,8/1p4pk/p1p3p1/4p3/2PP2Q1/1P3R1P/P5Kb/2q5 b - - 5 40,c1g1,973
wAwLY,1k1r1bnr/ppp1n3/1P3p2/P2p4/3P2B1/2P1B1pq/3N4/R2QNRK1 b - - 1 19,h3h2 h3h1,798
GJKNg,2kr3r/2pb2p1/p2b4/3Q3p/3P4/7q/PPP1NP2/2KR2R1 w - - 1 24,d5a8,933
JCXMi,2r1kb1r/1p3ppp/p3pn2/3pB3/3P2b1/1N1BP3/PP1K1PPP/R6R b k - 1 14,f8b4,1197
4wRk5,1r3kr1/1bp2p1p/p1q2Bp1/1p2P3/8/PQ5P/1P3PP1/3R1RK1 b - - 1 27,c6g2,556
R3Toh,3r2r1/1b2b2k/2q1p2p/p3PpPQ/1pp4P/P1N5/1PP5/2K3RR w - - 0 29,h5h6,1643
NAQYx,8/6p1/2b2pk1/2P3p1/p4PP1/R3B1KP/1r6/8 b - - 0 48,b2g2,974
mhSnV,8/8/6p1/8/2P1Q2p/2P3k1/P4qP1/7K b - - 0 47,f2f1,1203
dpTRS,r1b1k2r/pppp1ppp/2n5/2q1p1B1/2B1P1n1/2PP1N2/PP4PP/RN1Q1K1R b kq - 6 9,c5f2,1391
v077z,6rk/1q4p1/4Q2p/8/p2Bp3/3b3P/2p3P1/2r3RK w - - 0 43,e6h6,1274
R2u3L,rnbq2kr/pppn3p/4pbpB/3QN3/3P4/2P5/PP3PPP/RN2K2R w KQ - 0 12,d5e6,818
MlmW4,r4rk1/pp1n1pp1/2pb1q1p/3p4/3P2b1/2PQ4/PPB2PPP/RN2K1NR w KQ - 0 12,d3h7,650
cFQvp,4k3/p3r2p/2r1Pp1B/3p4/3P2Q1/b1P5/qpK5/1R2R3 w - - 3 41,g4g8,590
E0aVj,8/5bk1/p3rp1p/3p2p1/1P1N2n1/5B2/P1Q3P1/2N3K1 b - - 0 33,e6e1,464
AhN41,2k5/6R1/8/8/3P1bNK/2r5/P5b1/1R6 b - - 1 40,c3h3,826
IG2A4,2r3rk/1p6/p1p2Ppp/3bP3/1q1P3R/4P1R1/P1Q4P/1B4K1 b - - 1 29,b4e1,752
HpzHr,r2q1rk1/p2p1ppp/1p2p3/3bn1N1/8/P2Q4/1PP2PPP/2KR1B1R w - - 0 14,d3h7,530
7WzKS,2krr3/p2qbppp/p1p2n2/4B3/8/2PP1Q1P/P4PP1/1R2K2R w K - 0 17,b1b8,810
cxuiH,3R4/p1k2ppp/4r3/2n3B1/5PnP/5B2/PPP3P1/6K1 b - - 4 23,e6e1,662
zwaBt,rkb4r/4Rppp/p2q4/2p5/5Bn1/8/PPP2PPP/RN4K1 w - - 0 17,f4d6,781
vTuW5,rn3r1k/pp4pp/b7/8/P2p4/2PPq3/4B1PP/R4R1K w - - 0 19,f1f8,534
l13Ji,2r1k2r/3b1pB1/6pp/3B4/6P1/1q2P2P/2PPQ3/2KR3R b k - 0 23,c8c2 b3c2,1335
Pce70,4k2r/4pp2/6p1/p1p1p3/2P4p/1qP1BPnP/3Q2P1/3R2K1 w k - 0 26,d2d8,443
o8lv0,2r1r1k1/1b5p/6p1/1Q1P1p2/8/5P1n/2B3PP/RR4NK b - - 0 27,h3f2,971
uJQWt,8/6bk/p2p2p1/2p4p/2PpKPnP/1P1Q2P1/P2B1q2/4N3 b - - 13 40,g4f6,1227
OIcli,6rk/p4p1P/1p3N2/2p5/2P1p3/4Pn2/P4P2/1K6 w - - 0 37,h7g8q h7g8r,1354
vYNyV,2r2rk1/ppb2ppp/2nqp3/6NR/3P4/P3B2P/1P2BPP1/3Q1RK1 b - - 2 17,d6h2,400
QrJak,1k5r/pbp5/1p2p2p/4Pp2/3Q4/P5Pq/2P2N1P/R3R1K1 b - - 0 30,h3g2,1032
o1Nj0,r1b2r2/1p2npkp/p3pNp1/8/4N3/3n3Q/PqP3PP/R4R1K w - - 0 19,h3h7,999
yicEq,2rq1rk1/pb2bpp1/1p2p2p/8/3NQ3/2P1n3/PPB2PPP/R4RK1 w - - 0 19,e4h7,755
7I9L1,3r4/8/R3P1k1/2rPK1pp/P3Np2/7P/P5P1/8 b - - 15 49,d8d5 c5d5,510
DLVii,r4rk1/np1npp1p/p2p2p1/q2N4/1R3Pb1/P3PN2/2PPB1PP/Q4RK1 w - - 3 16,d5e7,1025
KqhZh,8/p5kp/5qp1/8/2Q5/1B6/P6P/4r1RK b - - 2 39,f6f3,1050
58H2t,r2qk1r1/5pQ1/2pp1n2/ppb1p3/4P2P/1BNP1b2/PPP2P2/2KR3R w q - 1 17,g7f7,1212
IeSB7,6kr/pQ4p1/1p3p2/2pP1P2/4B1P1/1P3K2/P3R2q/8 b - - 2 40,h8h3,1159
xfXZd,5r2/2p2n1k/4R1p1/pp1P4/6PK/1PPQ1P1P/Pq6/8 b - - 0 47,b2f2,826
zaPmL,4rk1r/ppq1b1np/2p2p1N/3p3Q/3P4/2N3P1/PPP2P1P/R5K1 w - - 1 21,h5f7,889
j58rU,5r1k/Q6p/6pb/8/8/2Pp2P1/PP1R2P1/2K5 b - - 0 34,f8f1,769
kWsuL,3k4/7R/3K2p1/6P1/2pP4/2r4p/5n2/8 w - - 2 53,h7h8,1186
UJdOT,r1b1k2r/p4ppp/2p5/n3p1N1/3q2n1/2NB4/PPPP2PP/R1BQ1K1R b kq - 4 12,d4f2,853
dQUFh,4r2r/ppp2pk1/3p2p1/8/5P2/2PPn1PP/qP1Q2B1/2K1R2R b - - 2 23,a2a1,983
bSPGN,2r2rk1/2q2pp1/p6p/1p3N2/4pPQ1/Pn5P/1PP3P1/R5K1 w - - 0 25,g4g7,1291
8esuu,4k1r1/5p2/2q1p3/pp2P1Bp/2p1P1pP/7b/1P3P1P/R2R2K1 w - - 0 23,d1d8,1191
mJ7Pt,6k1/6pp/1p1N4/p1b1R3/r4p2/7P/6PK/8 w - - 2 39,e5e8,813
7ywtj,r5kr/2qb1p2/p3pp1Q/1p1p4/8/1P5R/P1PN2PP/R6K w - - 1 22,h6h8,993
rsCjM,7r/2R2pk1/3R4/8/p7/5bP1/P4P2/4N1K1 b - - 0 41,h8h1,601
KJIUM,r4rk1/pbp2pbp/1p6/3q1N2/6Q1/1P2P1P1/PB1P1P1P/R4RK1 b - - 4 18,d5g2 d5h1,570
OjZzJ,5k2/2R2B2/pr1b2p1/4ppNp/8/4PPP1/2b2KP1/8 w - - 6 43,g5e6,1678
72GxP,8/pQ5p/3PkBp1/4Pp2/P2p4/1P1PbP2/3q2PP/2R4K b - - 0 30,d2c1,804
KlX8N,1rr3k1/3bQp2/p3p1p1/3p2Pp/3N3P/2RB4/P1PnR3/K7 b - - 0 30,b8b1,941
6FGx8,k2r4/pp3Rpp/2p5/8/2P5/8/Pq4PP/3R3K w - - 0 29,d1d8,492
564pC,r3r2k/ppp2Qp1/2npq1np/4pN2/4P3/2P3BP/P4PP1/R3R1K1 w - - 4 19,f7g7,820
Gq1Cb,4rk1r/1p3pbn/3N2p1/p1p4p/3P1Q2/2P2N1P/1P2qPP1/1R4K1 w - - 0 24,f4f7,482
1RRrb,6k1/7p/3r1ppQ/B3b3/1p2P3/7P/5PP1/3R2K1 b - - 0 38,d6d1,404
huOie,6k1/Q5p1/4p2p/P3Bp2/4n3/4PK1P/6P1/7q w - - 0 35,a7g7,1073
swyAs,r2q1rk1/pp2ppbp/4b1p1/3n4/2PQ4/1P4P1/PB2PPBP/R4RK1 w - - 0 13,d4g7,526
EGd8k,r1bq1rk1/ppp3bp/2n3p1/3p1p2/4n3/2PQPNP1/PP3PBP/R1B1R1NK b - - 0 13,e4f2,658
lJjdU,3rr1k1/p4ppp/2q5/4P3/2PN4/1Q1pR1P1/P4P1P/3R1K2 b - - 0 24,c6h1,1302
8anN1,r4rk1/ppq1b3/2p1pnp1/6P1/2PP1P2/3Q4/PP4P1/2KR3R w - - 0 17,d3g6,582
XlHxR,4r1k1/5ppp/8/3p1P2/5P2/2Q4n/P1P3PP/6RK b - - 0 31,h3f2,940
SU4sU,8/5ppk/4p2p/1Q1pP3/5P2/7P/p1rr4/R5RK b - - 0 37,d2h2,791
Fl7Me,2k1r2r/pp1b3p/4N3/3pQ3/4n1P1/2P4q/PP4R1/R5K1 w - - 1 31,e5c7,892
EyTG8,rn1k4/pp2pBb1/2ppP2r/4q1p1/2P5/2N5/PPQ2PPP/R4RK1 b - - 4 18,e5h2,856
ZgmI5,3r4/1kq2p1p/1pb5/p2p4/P2Pn3/1P2PN2/1BQ1BRPb/2R4K b - - 0 22,e4f2,706
7QgKt,6k1/1p4p1/3B4/5p1p/1P2q2P/P2pP1P1/1Q3P2/3RnK2 b - - 2 32,e4h1,1658
FJBEO,1R6/6kp/3pB1p1/b2P2P1/5p2/3K4/7r/8 w - - 7 45,b8g8,947
zz0AJ,r3r1k1/4q2p/p5p1/2pN2b1/1p6/3R3Q/PPP2PP1/3K3R b - - 1 27,e7e2,1065
Hd9sz,Bn2k2r/5pp1/1p1qbn2/pPp3p1/P1P1P3/4P3/1B3PPP/R2Q1RK1 b k - 0 17,d6h2,1417
ijLZF,8/3R1nk1/3pQp1p/2pP1Kp1/4P1P1/3q4/8/8 b - - 0 69,d3f3 d3f1,951
7FPOQ,6k1/5p2/2B1pK2/4B3/5P2/8/5b2/8 b - - 4 50,f2h4,688
aZwBB,rn2k2r/pb3ppp/1p2p3/2b3B1/2P1n3/5NP1/P3PPBP/RN1R2K1 w kq - 2 12,d1d8,486
LH9hi,8/8/4kp1P/2q5/2p1PK2/2Q2P2/8/8 b - - 0 51,c5g5,1176
1V62T,8/R5b1/1nk5/5p2/5B2/2N2KP1/1r6/4r3 w - - 2 39,a7c7,1031
70aND,r1b2rk1/pp2ppbp/2Nq2p1/8/4B1n1/2P1B3/PP1N1PPP/R2Q1RK1 b - - 0 12,d6h2,703
48jE5,r1bq1rk1/ppp2ppp/2n1p3/3p4/2P1n3/1PQ1PN2/PB1P1PPP/R3KB1R w KQ - 1 9,c3g7,408
OPJNn,r3kbnr/pp1n1ppp/2p2q2/3pNQ2/3P4/2N5/PPP2PPP/R1B1K2R w KQkq - 3 10,f5d7,713
gEPkX,4r1k1/5pp1/1p3B1p/3p4/3P1nb1/P1R5/5PPP/2RB2K1 b - - 0 34,e8e1,1332
HTdyg,r3k2r/p1p1qppp/2pP1n2/8/8/5b2/PPP1QPPP/RNB1K2R b KQkq - 0 10,e7e2,565
99ith,4r1k1/pp3p1p/6p1/2qp4/8/1PP2PbP/P2QN1P1/R4K2 b - - 1 30,c5f2,735
zGMX0,8/6kp/p2p2p1/1p2q3/4PQ2/3P4/Pr4P1/5RK1 w - - 2 30,f4f8,1552
BnitK,r2q1rk1/3n3p/2p1p1p1/1p2B1PQ/p2Pp3/2P1P3/PP3P2/R3K2R w KQ - 0 19,h5h7,594
0nPEw,k7/8/p1Nb2r1/3P4/7P/4P3/Pq6/3RBQ1K b - - 0 34,b2h2,1356
NyjBq,2qb2k1/3N1ppp/p2Q4/1p3P2/4b3/2P5/PP4PP/6K1 w - - 2 28,d6f8,594
lSN2F,4r2k/pbR3b1/1p5p/3qN3/3P2p1/1P2B3/P4PP1/3Q2K1 b - - 1 26,d5g2,1379
wof2T,8/5k2/5p2/5K2/4PR1p/7P/8/3n4 b - - 16 76,d1e3,1185
3e1Hu,r2q1rk1/1p3p2/p3b2Q/3pN1b1/3n4/P2B4/1P4PP/2R2RK1 w - - 1 19,h6h7,1199
xr9du,k7/p7/7p/3p1r1p/4pP2/4n3/1R6/2R1K3 w - - 4 47,c1c8,853
Tyx3v,r4rk1/3nqppp/1p2p3/p1p1P1N1/2P3n1/2N3P1/PPQ2PbP/R4RK1 w - - 0 16,c2h7,718
wGije,8/3b1p2/5Nkp/3PK1p1/3QPN2/5q2/7P/8 b - - 5 44,f3f4,1136
8Dxt6,r4bkr/p5pp/bp3n2/2p5/3q1B2/2NP4/PPP3PP/R3QR1K w - - 0 16,e1e6,855
O3RgY,rn1qkb1r/p3pppp/1p6/1p2N3/3Pb3/1Q6/PP3PPP/R1B1K2R w KQkq - 0 11,b3f7,952
tbAoN,5k2/R7/3pKP2/4b1p1/B4r2/8/8/8 w - - 1 44,a7a8,1580
GmlqU,1k2r3/ppp3Q1/4P2p/1r6/8/P1R4P/1Pq5/K3R3 b - - 2 30,c2b2,747
ChMmv,r3r1k1/2q2ppp/p1N2bb1/Pp1P4/1P6/1BP2Q1P/5PP1/R1B3K1 b - - 6 27,e8e1,913
ZQOIC,r2q3k/2pp2pp/bp1r1p2/p7/4Q2B/3B1N2/PP1K1PPP/R7 w - - 2 20,e4h7,1005
ucZiH,3Rr1k1/p1Q2p2/1p3Bpp/8/2P5/5bPq/P4P1P/6K1 b - - 1 27,h3g2,923
9vCiV,r4k2/1p5r/1p1n1pR1/p3pN2/P1B1P3/2P5/3K4/8 w - - 0 43,g6g8,1489
Gd2HP,1r2r1k1/p3ppbp/2b3p1/4N3/2P2Pq1/BP6/P1P3PP/3RQRK1 b - - 4 21,g4g2,793
pTQXh,b6k/p3B1pp/8/8/3P2q1/8/P5QP/5RK1 b - - 0 35,g4g2,1216
n4inJ,r4k1r/2N1bpp1/3pn2p/1Q2p3/4n1P1/4BN1P/1PP2P2/2KR2R1 b - - 0 21,a8a1,1296
UnWFl,rbb1r1k1/1pq2ppp/p1n2n2/2P5/NP1p4/P4B2/1B3PPP/R2QNRK1 b - - 3 18,c7h2,570
PD4zq,2r2k2/p3q3/3p2p1/5p2/2BQ1P2/P6p/1P5K/8 w - - 0 40,d4h8,747
kkmYz,3r3k/1Q4p1/p4p1p/4q3/P5R1/7P/6P1/3r2RK w - - 12 52,b7g7,844
89pu3,8/8/R7/5pp1/6rk/5K2/8/8 w - - 0 71,a6h6,610
2EBMF,2r2rk1/1p2ppb1/p2p4/3N3R/5Bp1/1BP5/PP6/2K1n3 w - - 0 25,d5e7,857
Sx1P8,5k2/4pp2/1p6/8/3P4/4q3/8/R5RK w - - 2 48,a1a8,731
ccTsP,8/8/2Rr1k2/1p2ppp1/p7/P2r2PP/1PR2P2/2K5 b - - 5 42,d3d1,718
9X0N3,3Q4/2p2Np1/4p3/2PpP2k/2qn4/8/5P2/6K1 w - - 0 39,d8g5,986
80A1B,5Q2/8/8/7p/7P/1k4PK/8/q7 b - - 0 71,a1h1,628
DWFF0,r1b1r1k1/ppp2p1p/3p2p1/3N2q1/4Pn2/3BQ2P/PPP2PP1/R4RK1 b - - 3 15,g5g2,1780
Jr8pq,2k2r1r/1p2bPp1/p1n1p2p/8/2B1N3/2P3B1/PP6/1K1R4 w - - 5 31,c4e6,1156
flkJv,5r1k/1R1Q2pp/q7/8/8/6P1/6P1/6K1 w - - 8 36,d7g7,754
u951H,r1b1kb1r/1p3p2/1qpp4/p3n1Bn/P1P3p1/1NN3P1/1P2P1BP/R2Q1R1K b kq - 4 16,h5g3,863
Cl5Hc,5k2/5p2/5PpK/r7/7P/7R/8/8 b - - 6 47,a5h5,491
w5hmb,r2q1rk1/pbp1n1b1/1p6/4p1Np/6nP/2P1P1B1/PPQN1P1R/2KR4 w - - 4 18,c2h7,598
UFyyM,6k1/6r1/p7/3b2q1/P2P4/2Q5/4B1PP/5RK1 b - - 0 34,g5g2,536
ENRwR,rn4k1/ppp2ppp/8/3r1b2/8/P1P2N2/1P3PPP/R1B1R1K1 w - - 0 16,e1e8,649
lfUpd,6k1/1p4p1/7p/p2p3r/6q1/P1P4P/1P1N1Q1K/6R1 b - - 0 33,h5h3 g4h3,758
c8sY6,r1b3k1/pp4pp/2p1p2r/2PpPp2/4nPPq/1P1BPR2/PB1N2P1/2RQ2K1 b - - 0 17,h4h1,1027
be3yl,8/p2r2kp/8/6pB/P1Pq4/3b2QR/1P2p1PP/5R1K b - - 0 31,e2f1q e2f1r,949
yVyN3,3r3r/ppq2p1Q/2pNp3/3nP3/3P4/5kP1/PP3P2/2R1K2n w - - 3 26,h7e4,1719
8wQZt,1kr5/pp3p1R/4p3/3pP1N1/1b1P1P2/qP1Q4/P7/1KR5 b - - 0 28,c8c1 a3c1,520
RsHhV,7r/8/R7/p1k5/2p5/2PbRKN1/r7/8 w - - 2 44,e3e5,881
mUCAr,r4b1r/pp4pp/k1n1p3/1N1R4/4P3/1P2B3/1P4PP/1K6 w - - 2 23,b5c7,775
GWv17,r3k2r/ppp2pp1/2np2bp/3Np1N1/1PB1P1q1/P2PP3/2P4K/R2Q1R2 b kq - 0 18,h6g5,1588
RrsVf,1r1q1rk1/1bbpnpp1/pp2p2p/4n3/2P1QB2/2NB1N2/PP3PPP/R2R2K1 w - - 0 15,e4h7,572
60CJu,3rk2r/p1p2ppp/2P1p3/1Q6/2PqN3/3B4/PP1K1PPP/n1B1R3 b k - 4 18,d4d3,762
H5jBG,1r1qkb1r/pb1ppppp/2n2n2/1p2N3/8/1Q4P1/PP1PPPBP/RNB1K2R w KQk - 8 8,b3f7,542
zhbC3,r3k2r/ppp2ppp/2p2n2/2b1P3/q4Qb1/2PP4/PP3PPP/RNB1KB1R b KQkq - 0 9,a4d1,1018
FCl7D,3r2k1/7p/b5p1/2N1bp2/8/BP6/5PPP/4K2R b K - 1 32,e5c3,833
CfBB0,1Q6/5rk1/4q1p1/4p3/3p4/3P1P1R/5PK1/8 w - - 2 47,b8h8,867
82o6C,2b2r1k/1p1n1p1p/r4qpQ/4p3/p3P1P1/P1N2P2/1PP4R/R4KN1 w - - 5 19,h6h7,888
Yl0BN,1r3rk1/pp3ppp/2q5/2bb2N1/8/3Q4/P1P2PPP/1R2R1K1 w - - 0 19,d3h7,652
wnNuB,r3r1k1/3q1p1p/3p1npQ/2p1pN2/4P3/P1Pb3P/BP2nPP1/1R3R1K w - - 4 26,h6g7,738
EBH2Q,1kr2r2/ppp3p1/3p2q1/1N1Pp3/P3n2b/2R2PPp/1P3Q1P/2R2K2 w - - 0 28,f2a7,960
22huT,7k/p5rp/b1q1N3/5Q2/8/P1Ppp3/1P4PP/R3R2K b - - 1 35,c6g2,801
Tkp0q,5Q2/pbpp2p1/1p6/n1n1P1Nk/6q1/2P5/P4PPP/R1B2RK1 b - - 0 21,g4g2,989
Io3d4,1r3r2/p4pkp/6p1/1qp1p1P1/2PnP2P/4Q3/PP2N3/1K1R3R b - - 0 21,b5b2,540
yoL7Q,r1b2rk1/pp3pp1/2p1pq1p/8/3PQ3/P1PB4/2P3PP/R1B3K1 w - - 0 15,e4h7,465
j2RMY,r1bq1b2/ppppk2p/2n1p3/4Qp1B/3P4/2N5/PPP2PrP/R3K1NR w KQ - 4 11,c3d5,1495
4dG07,r4r2/pbpn1k2/1p2p1Rp/q7/3P4/2PB1N2/P1P1QP2/2K5 w - - 1 21,e2e6,1498
vNlFQ,6k1/p4pbp/Pp6/5Q1R/8/2P1q1PP/6BK/4r3 b - - 0 34,e3g1,961
RDkey,3b1rk1/8/1ppp2q1/p4Q1R/5PP1/7P/P5K1/1r6 w - - 0 40,f5g6,770
538yR,r1r3k1/5ppn/3N4/2nPp2P/1p2P3/1P3P1N/pPR5/K6R b - - 0 29,c5b3,763
gTaKZ,r2q1rk1/1p2bppn/p6p/2pPpQ2/2P5/2N5/PPB3PP/R1B3K1 w - - 0 19,f5h7,664
XK8tG,8/p2qn1bk/P1pp2pp/4p3/Q1PnP3/B4NPb/5P1P/1N4KB b - - 0 23,d4e2,1134
sPpKE,r1bk3r/p4Bpp/2p5/n1b1q3/3PN1n1/5Q2/PPP2PPP/RNB2RK1 b - - 0 14,e5h2,1072
p7LDr,4r1k1/p4ppp/2n2b2/q2p1b2/2pP4/2P2NNP/P4PP1/R2BQ1K1 w - - 7 23,e1e8,917
v7GX3,r1bq1r2/ppp1nQ1p/2np2pk/6NB/3PP3/5N2/P4PPP/R3K2R w KQ - 6 16,f7h7,878
Vr7Vs,r1b1r3/ppp2ppk/8/3q4/3Q1P2/1P2n3/PBP3PP/2KR3R w - - 0 18,d4g7,1187
4GBS9,r1b3k1/p1q1nppp/4p3/3pP3/QrpP4/P1P1B3/4NPPP/1R4K1 w - - 0 19,a4e8,970
RYQSh,3r2k1/p7/4p3/1p6/5n2/P5P1/1PR2P1P/3R2K1 b - - 0 31,d8d1,846
rjMdd,7r/1p3k2/pB2p1p1/Pn1RPpK1/1P3Pp1/1P4P1/8/2R5 b - - 0 35,h8h5,980
auoBo,r1bqkb1r/2p1np2/p1np3p/1p1Np3/4P3/PB3p1P/1PPP1PP1/R1BQ1RK1 w kq - 0 11,d5f6,1063
pQZk8,6k1/5p1p/4p1p1/8/4q3/PP2Q3/3r2RP/4R1K1 b - - 0 36,e4g2,1192
